"Pāli1"	"POS"	"Grammar"	"Pāli Root"	"Pattern"	"count"	"found"
"bhavissati"	"fut"	""	"√bhū 1 (be)"	"issati fut"	"1910"	"{'bhavissati': 1251, 'bhavanti': 380, 'bhavissanti': 373, 'bhavantaṃ': 208, 'bhavati': 104, 'bhavissāmi': 126, 'bhavissāma': 125, 'bhavataṃ': 45, 'bhave': 42, 'bhavissasi': 29, 'bhava': 33, 'bhaveyya': 19, 'bhavantu': 11, 'bhaveyyaṃ': 11, 'bhavāhi': 9, 'bhavāmi': 8, 'bhaveyyātha': 7, 'bhavante': 7, 'bhavatha': 6, 'bhaveyyuṃ': 6, 'bhavissatha': 5, 'bhavāmase': 4, 'bhavāma': 4, 'bhavassu': 3, 'bhavetha': 1, 'bhaveyyāma': 1, 'bhavasi': 1, 'bhaveyyāsi': 1, 'bhavatu': 1, 'bhavissaṃ': 1, 'bhavissate': 1}"
"ce"	"ind"	"pure"	""	""	"1901"	"{'ce': 1901}"
"passati"	"pr"	""	"√dis 1 (see)"	"ati pr"	"1869"	"{'passati': 683, 'passāmi': 434, 'passa': 197, 'passeyya': 149, 'passanti': 93, 'passasi': 56, 'passatha': 59, 'passāma': 40, 'passe': 26, 'passeyyaṃ': 38, 'passeyyāsi': 15, 'passantu': 12, 'passemu': 7, 'passantaṃ': 6, 'passeyyāma': 14, 'passataṃ': 5, 'passatu': 6, 'passāhi': 4, 'passissanti': 3, 'passeyyuṃ': 3, 'passissati': 3, 'passare': 2, 'passissāmi': 2, 'passeyyātha': 2, 'passetha': 2, 'passase': 2, 'passema': 2, 'passissasi': 1, 'passissāma': 2, 'passavho': 1}"
"kaṃ"	"abbrev"	""	""	""	"1867"	"{'kaṃ': 1867}"
"tenupasaṅkami"	"aor"	"comp vb"	""	"i aor"	"1846"	"{'tenupasaṅkami': 1396, 'tenupasaṅkamiṃsu': 319, 'tenupasaṅkamiṃ': 69, 'tenupasaṅkama': 48, 'tenupasaṅkamimha': 11, 'tenupasaṅkamimhā': 3}"
"sāriputta"	"masc"	"name"	""	"a masc"	"1836"	"{'sāriputta': 995, 'sāriputto': 532, 'sāriputtaṃ': 137, 'sāriputtassa': 124, 'sāriputtena': 36, 'sāriputte': 6, 'sāriputtā': 5, 'sāriputtamhi': 1}"
"uppajjati"	"pr"	""	"√pad 3 (go, step)"	"ati pr"	"1820"	"{'uppajjati': 1275, 'uppajjanti': 297, 'uppajjeyya': 131, 'uppajjeyyuṃ': 68, 'uppajjissati': 26, 'uppajjissanti': 6, 'uppajjataṃ': 6, 'uppajje': 3, 'uppajja': 2, 'uppajjare': 2, 'uppajjate': 2, 'uppajjantu': 1, 'uppajjissatha': 1}"
"maraṇa"	"nt"	""	"√mar 1 (die)"	"a nt"	"1809"	"{'maraṇā': 1429, 'maraṇaṃ': 216, 'maraṇena': 109, 'maraṇassa': 27, 'maraṇe': 17, 'maraṇāya': 6, 'maraṇato': 3, 'maraṇasmiṃ': 1, 'maraṇa': 1}"
"natthi"	"pr"	"neg"	"√as 1 (be)"	"natthi pr"	"1803"	"{'natthi': 1788, 'namhi': 15}"
"dukkhaṃ"	"ind"	"adv"	"√dukkh 1 (be painful)"	""	"1801"	"{'dukkhaṃ': 1801"
"jānāti"	"pr"	""	"√ñā 5 (know)"	"āti pr"	"1776"	"{'jānāti': 611, 'jānāmi': 351, 'jānanti': 179, 'jānāsi': 119, 'jāneyya': 99, 'jānāhi': 84, 'jāneyyāsi': 65, 'jānātha': 65, 'jānāma': 42, 'jāneyyuṃ': 27, 'jānemu': 24, 'jāneyyātha': 24, 'jānissanti': 15, 'jāneyyaṃ': 13, 'jānissāmi': 12, 'jānissāma': 11, 'jānātu': 11, 'jānissati': 7, 'jānantaṃ': 5, 'jāneyyāma': 4, 'jānahi': 3, 'jāne': 2, 'jānissasi': 1, 'jānissaṃ': 1, 'jānassu': 1}"
"aññā"	"fem"	""	"√ñā 5 (know)"	"ā fem"	"1748"	"{'aññaṃ': 1102, 'aññe': 349, 'aññā': 207, 'aññāya': 43, 'aññāhi': 10, 'aññato': 8, 'aññāto': 8, 'aññāsu': 7, 'añña': 13, 'aññāyaṃ': 1}"
"ṭhāna"	"nt"	""	"√ṭhā 1 (stand)"	"a nt"	"1590"	"{'ṭhānaṃ': 941, 'ṭhānehi': 223, 'ṭhānena': 147, 'ṭhānā': 82, 'ṭhāne': 63, 'ṭhānāni': 61, 'ṭhānesu': 53, 'ṭhānato': 14, 'ṭhānānaṃ': 5, 'ṭhānāya': 1}"
"gahapati"	"masc"	""	""	"i masc"	"1586"	"{'gahapati': 1139, 'gahapatayo': 191, 'gahapatissa': 91, 'gahapatiṃ': 84, 'gahapatino': 25, 'gahapatinā': 16, 'gahapatī': 32, 'gahapatīhi': 5, 'gahapatimhi': 2, 'gahapatīnaṃ': 1}"
"yathābhūta"	"adj"	"comp"	""	"a adj"	"1577"	"{'yathābhūtaṃ': 1554, 'yathābhūtassa': 14, 'yathābhūte': 5, 'yathābhūtasmiṃ': 2, 'yathābhūto': 1, 'yathābhūta': 1}"
"dukkaṭa"	"adj"	""	"√kar 7 (do, make)"	"a adj"	"1558"	"{'dukkaṭassa': 1334, 'dukkaṭaṃ': 120, 'dukkaṭānaṃ': 83, 'dukkaṭā': 20, 'dukkaṭo': 1}"
"manas"	"masc"	""	"√man 3 (think)"	"as masc"	"1531"	"{'manasi': 582, 'manasā': 429, 'mano': 292, 'manaṃ': 107, 'manassa': 49, 'manasmiṃ': 36, 'manaso': 18, 'manato': 10, 'manena': 3, 'mane': 2, 'manasmā': 2, 'manamhi': 1}"
"maññati"	"pr"	""	"√man 3 (think)"	"ati pr"	"1527"	"{'maññasi': 443, 'maññati': 351, 'maññatha': 207, 'maññe': 196, 'maññeyya': 130, 'maññanti': 72, 'maññissanti': 21, 'maññāmi': 12, 'maññeyyātha': 11, 'maññeyyuṃ': 11, 'maññetha': 6, 'maññate': 6, 'maññissati': 3, 'maññatu': 3, 'maññataṃ': 1, 'maññantu': 1, 'maññare': 1, 'maññavho': 1, 'mañña': 46, 'maññeyyāsi': 5}"
"buddha"	"masc"	"name"	"√budh 3 (know, wake up)"	"a masc"	"1517"	"{'buddho': 943, 'buddhe': 186, 'buddhaṃ': 143, 'buddhassa': 123, 'buddhānaṃ': 55, 'buddhā': 33, 'buddhena': 20, 'buddha': 7, 'buddhamhā': 2, 'buddhehi': 2, 'buddhesu': 2, 'buddhato': 1}"
"aññatara"	"adj"	"def-art"	""	"a adj"	"1495"	"{'aññataro': 668, 'aññataraṃ': 414, 'aññatarassa': 120, 'aññatarasmiṃ': 110, 'aññatarā': 108, 'aññatarena': 54, 'aññatarāya': 4, 'aññatare': 1, 'aññatara': 16}"
"tatra"	"ind"	"place"	""	""	"1487"	"{'tatra': 1487}"
"kusala"	"adj"	""	""	"a adj"	"1469"	"{'kusalā': 381, 'kusalesu': 354, 'kusalaṃ': 330, 'kusalānaṃ': 176, 'kusalo': 87, 'kusale': 41, 'kusalehi': 29, 'kusalena': 29, 'kusalassa': 24, 'kusalāni': 18}"
"kusala"	"nt"	""	""	"a nt"	"1469"	"{'kusalā': 381, 'kusalesu': 354, 'kusalaṃ': 330, 'kusalānaṃ': 176, 'kusalo': 87, 'kusale': 41, 'kusalehi': 29, 'kusalena': 29, 'kusalassa': 24, 'kusalāni': 18}"
"cetas"	"masc"	""	"√cit 8 (think, intend)"	"as masc"	"1461"	"{'cetasā': 853, 'cetaso': 391, 'ceto': 141, 'cetaṃ': 51, 'cetā': 14, 'cete': 5, 'cetehi': 2, 'cetassa': 1, 'cetena': 1, 'cetesu': 1, 'cetāni': 1}"
"arahant"	"masc"	""	"√arah 1 (deserve, be worthy)"	"arahant masc"	"1454"	"{'arahaṃ': 457, 'arahato': 277, 'arahanto': 188, 'arahatā': 132, 'arahataṃ': 127, 'arahantaṃ': 83, 'arahati': 83, 'arahā': 50, 'arahante': 18, 'arahantesu': 15, 'arahantehi': 13, 'arahantānaṃ': 6, 'arahantena': 1, 'arahantā': 2, 'arahantamhi': 1, 'arahant': 1}"
"vācā"	"fem"	""	"√vac 1 (say, speak)"	"ā fem"	"1443"	"{'vācāya': 867, 'vācaṃ': 335, 'vācā': 207, 'vācāhi': 33, 'vācāyo': 1}"
"dutiya"	"ordin"	""	""	"a ordin"	"1438"	"{'dutiyaṃ': 1024, 'dutiyo': 257, 'dutiyā': 63, 'dutiyena': 45, 'dutiyassa': 19, 'dutiye': 17, 'dutiyasmiṃ': 5, 'dutiyāya': 2, 'dutiyamhi': 1, 'dutiya': 5}"
"vadeti"	"pr"	"irreg"	"√vad 1 (say, speak)"	"eti pr"	"1429"	"{'vadeyya': 703, 'vadesi': 222, 'vadeti': 155, 'vadeyyuṃ': 109, 'vadehi': 73, 'vadeyyaṃ': 55, 'vadetha': 37, 'vadeyyāsi': 21, 'vade': 16, 'vadema': 11, 'vadeyyātha': 10, 'vademase': 8, 'vadeyyāma': 4, 'vadetu': 2, 'vadessāmi': 2, 'vademi': 1}"
"viññāṇa"	"nt"	""	"√ñā 5 (know)"	"a nt"	"1418"	"{'viññāṇaṃ': 1022, 'viññāṇassa': 187, 'viññāṇe': 115, 'viññāṇasmiṃ': 58, 'viññāṇena': 16, 'viññāṇā': 9, 'viññāṇamhā': 6, 'viññāṇasmā': 2, 'viññāṇesu': 1, 'viññāṇānaṃ': 1, 'viññāṇa': 1}"
"nisinna"	"pp"	""	"√sad 1 (sink, sit, settle)"	"a pp"	"1415"	"{'nisinno': 872, 'nisinnaṃ': 274, 'nisinnā': 152, 'nisinne': 59, 'nisinnassa': 41, 'nisinnasmiṃ': 8, 'nisinnena': 5, 'nisinnāya': 3, 'nisinnānaṃ': 1}"
"suta"	"pp"	""	"√su 4 (hear)"	"a pp"	"1405"	"{'sutaṃ': 1223, 'sutena': 73, 'suto': 33, 'sute': 26, 'sutā': 24, 'sutānaṃ': 13, 'sutassa': 8, 'sutato': 3, 'sutasmiṃ': 1, 'sutāni': 1}"
"saṅgha"	"masc"	""	"√ghaṭ 1 (join together)"	"a masc"	"1396"	"{'saṅgho': 348, 'saṅghe': 344, 'saṅghassa': 325, 'saṅghaṃ': 211, 'saṅghena': 128, 'saṅghamhā': 18, 'saṅghato': 7, 'saṅghā': 6, 'saṅghasmiṃ': 3, 'saṅghamhi': 3, 'saṅghānaṃ': 2, 'saṅgha': 1}"
"mayaṃ"	"pron"	""	""	"ahaṃ pron"	"1392"	""
"puna"	"ind"	"pure"	""	""	"1376"	"{'puna': 1376}"
"paṭhama"	"ordin"	""	""	"a ordin"	"1373"	"{'paṭhamaṃ': 913, 'paṭhamo': 239, 'paṭhamā': 73, 'paṭhamena': 73, 'paṭhamassa': 49, 'paṭhame': 18, 'paṭhamāya': 2, 'paṭhamasmiṃ': 2, 'paṭhama': 3, 'paṭhamāsu': 1}"
"magga"	"masc"	""	"√magg 8 (seek, search)"	"a masc"	"1356"	"{'maggaṃ': 639, 'maggo': 553, 'maggassa': 46, 'magge': 44, 'maggena': 42, 'maggā': 24, 'maggamhi': 3, 'maggānaṃ': 2, 'maggehi': 2, 'magga': 1}"
"ariya"	"adj"	""	""	"a adj"	"1351"	"{'ariyaṃ': 373, 'ariyo': 341, 'ariyassa': 158, 'ariyā': 149, 'ariyānaṃ': 134, 'ariyāya': 81, 'ariyena': 77, 'ariye': 24, 'ariyasmiṃ': 4, 'ariyesu': 4, 'ariyehi': 4, 'ariyebhi': 1, 'ariyamhi': 1}"
"ariya"	"masc"	""	""	"a masc"	"1351"	"{'ariyaṃ': 373, 'ariyo': 341, 'ariyassa': 158, 'ariyā': 149, 'ariyānaṃ': 134, 'ariyāya': 81, 'ariyena': 77, 'ariye': 24, 'ariyasmiṃ': 4, 'ariyesu': 4, 'ariyehi': 4, 'ariyebhi': 1, 'ariyamhi': 1}"
"mā"	"ind"	"neg"	""	""	"1337"	"{'mā': 1337}"
"hetu"	"masc"	""	"√hi 7 (impel)"	"u masc"	"1334"	"{'hetu': 1282, 'hetuṃ': 17, 'hetū': 21, 'hetunā': 7, 'hetumhi': 5, 'hetūsu': 1, 'hetussa': 1}"
"saddhiṃ"	"ind"	"with"	""	""	"1314"	"{'saddhiṃ': 1314}"
"pācittiya"	"nt"	""	""	"a nt"	"1295"	"{'pācittiyassa': 773, 'pācittiyaṃ': 501, 'pācittiyā': 12, 'pācittiyena': 8, 'pācittiyesu': 1}"
"upasampajja"	"ger"	""	"√pad 3 (go, step)"	""	"1283"	"{'upasampajja': 1283}"
"kamma"	"nt"	""	"√kar 7 (do, make)"	"kamma nt"	"1257"	"{'kammaṃ': 662, 'kammānaṃ': 189, 'kammassa': 134, 'kammāni': 97, 'kammunā': 61, 'kammena': 53, 'kamma': 20, 'kammehi': 14, 'kamme': 11, 'kammuno': 6, 'kammanā': 4, 'kammesu': 3, 'kammā': 1, 'kammani': 2}"
"tatiya"	"ordin"	""	""	"a ordin"	"1249"	"{'tatiyaṃ': 944, 'tatiyo': 188, 'tatiyā': 59, 'tatiyena': 23, 'tatiyassa': 11, 'tatiye': 12, 'tatiyāya': 4, 'tatiyānaṃ': 4, 'tatiyasmiṃ': 3, 'tatiyamhi': 1}"
"sace"	"ind"	"pure"	""	""	"1239"	"{'sace': 1239}"
"akusala"	"adj"	""	""	"a adj"	"1236"	"{'akusalā': 587, 'akusalānaṃ': 210, 'akusalaṃ': 187, 'akusalehi': 147, 'akusale': 65, 'akusalo': 16, 'akusalena': 10, 'akusalassa': 10, 'akusalāni': 3, 'akusalesu': 1}"
"akusala"	"nt"	""	""	"a nt"	"1236"	"{'akusalā': 587, 'akusalānaṃ': 210, 'akusalaṃ': 187, 'akusalehi': 147, 'akusale': 65, 'akusalo': 16, 'akusalena': 10, 'akusalassa': 10, 'akusalāni': 3, 'akusalesu': 1}"
"jhāna"	"nt"	""	"√jhā 3 (think, meditate)"	"a nt"	"1224"	"{'jhānaṃ': 1002, 'jhānassa': 88, 'jhānānaṃ': 60, 'jhāne': 29, 'jhānā': 25, 'jhānena': 11, 'jhānāni': 7, 'jhānesu': 2}"
"tathā"	"ind"	"thā"	""	""	"1221"	"{'tathā': 1221}"
"ekacca"	"pron"	""	""	"a pron"	"1201"	"{'ekacco': 768, 'ekacce': 182, 'ekaccaṃ': 98, 'ekaccassa': 72, 'ekaccānaṃ': 39, 'ekaccā': 32, 'ekaccesu': 4, 'ekaccehi': 4, 'ekacca': 1, 'ekaccena': 1}"
"tasmā"	"ind"	""	""	""	"1196"	"{'tasmā': 1196}"
"nisīdi"	"aor"	""	"√sad 1 (sink, sit, settle)"	"i aor"	"1192"	"{'nisīdi': 877, 'nisīdiṃsu': 251, 'nisīdiṃ': 37, 'nisīda': 16, 'nisīdimha': 3, 'nisīdimhā': 1, 'nisīdā': 5, 'nisīdī': 2}"
"bhāveti"	"pr"	"caus"	"√bhū 1 (be)"	"eti pr"	"1174"	"{'bhāveti': 887, 'bhāveyyāsi': 48, 'bhāvemi': 34, 'bhāvehi': 35, 'bhāveyya': 29, 'bhāvessanti': 28, 'bhāvessati': 28, 'bhāvetha': 27, 'bhāvesi': 16, 'bhāventi': 15, 'bhāvessasi': 11, 'bhāveyyaṃ': 8, 'bhāvetu': 4, 'bhāventaṃ': 2, 'bhāvessāma': 1, 'bhāve': 1}"
"sati"	"fem"	""	"√sar 1 (remember)"	"i fem"	"1173"	"{'sati': 1021, 'satiṃ': 90, 'satiyā': 53, 'satī': 9}"
"bhava"	"masc"	""	"√bhū 1 (be)"	"a masc"	"1156"	"{'bhavaṃ': 866, 'bhavo': 131, 'bhave': 42, 'bhava': 33, 'bhavā': 29, 'bhavassa': 21, 'bhavānaṃ': 19, 'bhavesu': 7, 'bhavāya': 5, 'bhavasmiṃ': 2, 'bhavena': 1}"
"sacca"	"adj"	""	"√as 1 (be)"	"a adj"	"1156"	"{'saccaṃ': 996, 'saccena': 40, 'sacce': 21, 'sacco': 18, 'saccato': 13, 'saccāni': 9, 'saccā': 7, 'saccānaṃ': 3, 'sacca': 48, 'saccasmiṃ': 1}"
"sacca"	"nt"	""	"√as 1 (be)"	"a nt"	"1156"	"{'saccaṃ': 996, 'saccena': 40, 'sacce': 21, 'sacco': 18, 'saccato': 13, 'saccāni': 9, 'saccā': 7, 'saccānaṃ': 3, 'sacca': 48, 'saccasmiṃ': 1}"
"satta"	"card"	""	""	"a1 card"	"1152"	"{'satta': 885, 'sattahi': 145, 'sattannaṃ': 82, 'sattasu': 40}"
"paṭicca"	"ger"	""	"√i 1 (come, go)"	""	"1145"	"{'paṭicca': 1145}"
"passanta"	"prp"	""	"√dis 1 (see)"	"anta prp"	"1134"	"{''passato': 271, 'passaṃ': 269, 'passa': 197, 'passatā': 111, 'passanti': 93, 'passanto': 22, 'passantā': 20, 'passantaṃ': 6, 'passataṃ': 5, 'passantī': 16, 'passantassa': 1, 'passatī': 39, 'passā': 1}"
"anicca"	"adj"	""	""	"a adj"	"1133"	"{'aniccaṃ': 546, 'aniccā': 336, 'anicco': 131, 'aniccato': 68, 'anicce': 34, 'aniccena': 8, 'aniccāya': 4, 'aniccehi': 2, 'aniccamhi': 2, 'anicca': 1, 'aniccāni': 1}"
"diṭṭha"	"pp"	""	"√dis 1 (see)"	"a pp"	"1133"	"{'diṭṭhaṃ': 200, 'diṭṭho': 130, 'diṭṭhe': 108, 'diṭṭhā': 64, 'diṭṭhena': 18, 'diṭṭhassa': 5, 'diṭṭhāni': 3, 'diṭṭhato': 3, 'diṭṭha': 601, 'diṭṭhasmiṃ': 1}"
"jāti"	"fem"	""	"√jan 3 (be born, produce)"	"jāti fem"	"1121"	"{'jāti': 385, 'jātiyo': 336, 'jātiyā': 182, 'jātiṃ': 157, 'jaccā': 14, 'jātisu': 12, 'jātīsu': 4, 'jātī': 20, 'jātito': 11}"
"viharanta"	"prp"	""	"√har 1 (live)"	"anta prp"	"1119"	"{'viharato': 369, 'viharanto': 169, 'viharantaṃ': 83, 'viharataṃ': 38, 'viharante': 24, 'viharantena': 18, 'viharaṃ': 9, 'viharantā': 6, 'viharantassa': 5, 'vihara': 4, 'viharantānaṃ': 3, 'viharantiyo': 2, 'viharatī': 92, 'viharantī': 80, 'viharatā': 9}"
"kāma"	"masc"	""	"√kam 8 (desire)"	"a masc"	"1117"	"{'kāmā': 242, 'kāmehi': 240, 'kāmesu': 217, 'kāme': 158, 'kāmānaṃ': 140, 'kāmaṃ': 88, 'kāmo': 14, 'kāma': 11, 'kāmena': 4, 'kāmato': 3}"
"paṭipadā"	"fem"	""	"√pad 3 (go, step)"	"ā fem"	"1113"	"{'paṭipadā': 812, 'paṭipadaṃ': 209, 'paṭipadāya': 79, 'paṭipadānaṃ': 9, 'paṭipadāsu': 3, 'paṭipadāyaṃ': 1}"
"deseti"	"pr"	"caus"	"√dis 1 (point out, explain)"	"eti pr"	"1111"	"{'deseti': 414, 'desessāmi': 257, 'desetu': 100, 'desenti': 72, 'desemi': 47, 'deseyyaṃ': 51, 'desesi': 36, 'desessanti': 47, 'deseyya': 24, 'desetha': 14, 'desema': 14, 'desentaṃ': 11, 'desassu': 5, 'deseyyuṃ': 5, 'desessati': 4, 'desessāma': 3, 'desessatha': 3, 'dese': 3, 'desessasi': 1}"
"saṃvattati"	"pr"	""	"√vatt 1 (be, proceed)"	"ati pr"	"1107"	"{'saṃvattati': 708, 'saṃvattanti': 341, 'saṃvatteyya': 35, 'saṃvattissati': 7, 'saṃvattissanti': 1, 'saṃvatteyyuṃ': 15}"
"paṭivirata"	"pp"	""	"√ram 1 (stop, abstain)"	"a pp"	"1100"	"{'paṭivirato': 847, 'paṭiviratā': 201, 'paṭiviratassa': 22, 'paṭivirataṃ': 20, 'paṭiviratehi': 10}"
"sāvatthī"	"fem"	""	"√su 1 (flow)"	"ī fem"	"1089"	"{'sāvatthiyaṃ': 895, 'sāvatthiṃ': 117, 'sāvatthiyā': 51, 'sāvatthi': 23, 'sāvatthī': 3}"
"sukhaṃ"	"ind"	"adv"	"√sukh 1 (please, be comfortable)"	""	"1079"	"{'sukhaṃ': 1079}"
"bheda"	"masc"	""	"√bhid 2 (break, split)"	"a masc"	"1076"	"{'bhedā': 995, 'bhedāya': 58, 'bhedo': 19, 'bhedaṃ': 4}"
"vo"	"pron"	""	""	"tvaṃ pron"	"1065"	""
"vo"	"ind"	""	""	""	"1065"	"{'vo': 1065}"
"abhiññā"	"fem"	""	"√ñā 5 (know)"	"ā fem"	"1043"	"{'abhiññā': 673, 'abhiññāya': 366, 'abhiññānaṃ': 2, 'abhiññāyo': 2}"
"brahmacariya"	"nt"	"comp"	""	"a nt"	"1035"	"{'brahmacariyaṃ': 935, 'brahmacariyena': 34, 'brahmacariyassa': 30, 'brahmacariyā': 14, 'brahmacariye': 14, 'brahmacariyāni': 5, 'brahmacariyasmiṃ': 1, 'brahmacariya': 1, 'brahmacariyamhā': 1}"
"uppanna"	"pp"	""	"√pad 3 (go, step)"	"a pp"	"1029"	"{'uppannaṃ': 333, 'uppannā': 218, 'uppanno': 178, 'uppannassa': 155, 'uppannānaṃ': 72, 'uppannāya': 29, 'uppanne': 21, 'uppannehi': 8, 'uppannena': 6, 'uppannāni': 4, 'uppannesu': 4, 'uppannāyaṃ': 1}"
"dutiyaṃ"	"ind"	"adv"	""	""	"1024"	"{'dutiyaṃ': 1024}"
"catuttha"	"ordin"	""	""	"a ordin"	"1019"	"{'catutthaṃ': 769, 'catuttho': 170, 'catutthassa': 23, 'catutthe': 20, 'catutthā': 18, 'catutthena': 10, 'catutthasmiṃ': 3, 'catutthāya': 2, 'catutthānaṃ': 2, 'catutthamhi': 2}"
"saṅkhāra"	"masc"	""	"√kar 7 (do, make)"	"a masc"	"1013"	"{'saṅkhārā': 494, 'saṅkhāre': 222, 'saṅkhāresu': 116, 'saṅkhārānaṃ': 100, 'saṅkhāro': 31, 'saṅkhārehi': 26, 'saṅkhāraṃ': 23, 'saṅkhāra': 1}"
"vata"	"ind"	"pure"	""	""	"1010"	"{'vata': 1010}"
"bahu"	"adj"	""	"√bah 1 (increase)"	"u adj"	"1009"	"{'bahū': 217, 'bahuṃ': 295, 'bahūsu': 106, 'bahuno': 76, 'bahu': 116, 'bahūnaṃ': 68, 'bahūni': 55, 'bahunnaṃ': 24, 'bahavo': 23, 'bahūhi': 17, 'bahunā': 5, 'bahussa': 4, 'bahumhā': 2, 'bahumhi': 1}"
"kāla"	"masc"	""	"√kal 8 (spend time)"	"a masc"	"1004"	"{'kālaṃ': 420, 'kālena': 316, 'kālo': 139, 'kāle': 90, 'kālā': 15, 'kālamhi': 3, 'kālesu': 2, 'kālassa': 19}"
"niṭṭhita"	"pp"	""	"√ṭhā 1 (stand)"	"a pp"	"1002"	"{'niṭṭhitaṃ': 766, 'niṭṭhito': 166, 'niṭṭhitā': 67, 'niṭṭhitāni': 1, 'niṭṭhite': 1, 'niṭṭhitāya': 1}"
"saccaṃ"	"ind"	"adv"	"√as 1 (be)"	""	"996"	"{'saccaṃ': 996}"
"cha"	"card"	""	""	"a1 card"	"989"	"{'cha': 527, 'chahi': 159, 'chasu': 154, 'channaṃ': 149}"
"sammā"	"ind"	"adv"	""	""	"989"	"{'sammā': 989}"
"samāna"	"adj"	""	"√mā 5 (measure)"	"a adj"	"979"	"{'samāno': 765, 'samānā': 135, 'samānaṃ': 63, 'samāne': 14, 'samāna': 2}"
"ettha"	"ind"	"place"	""	""	"975"	"{'ettha': 975}"
"sādhu"	"ind"	"adv"	"√sādh 3 (accomplish)"	""	"973"	"{'sādhu': 973}"
"sammāsambuddha"	"masc"	"comp"	""	"a masc"	"965"	"{'sammāsambuddho': 408, 'sammāsambuddhassa': 270, 'sammāsambuddhena': 128, 'sammāsambuddhā': 60, 'sammāsambuddhaṃ': 68, 'sammāsambuddhe': 7, 'sammāsambuddhesu': 6, 'sammāsambuddhehi': 5, 'sammāsambuddhānaṃ': 4, 'sammāsambuddha': 9}"
"pāpaka"	"adj"	""	""	"aka adj"	"964"	"{'pāpakā': 330, 'pāpakaṃ': 166, 'pāpakānaṃ': 119, 'pāpako': 92, 'pāpikā': 68, 'pāpake': 66, 'pāpakassa': 24, 'pāpakena': 22, 'pāpikānaṃ': 21, 'pāpakehi': 19, 'pāpikaṃ': 15, 'pāpakāni': 10, 'pāpikāya': 6, 'pāpakesu': 3, 'pāpaka': 2, 'pāpikāhi': 1}"
"mayā"	"pron"	""	""	"ahaṃ pron"	"961"	""
"āsava"	"masc"	""	"√su 1 (flow)"	"a masc"	"959"	"{'āsavānaṃ': 493, 'āsavā': 360, 'āsavehi': 75, 'āsavo': 13, 'āsave': 11, 'āsavaṃ': 3, 'āsavena': 2, 'āsavesu': 2}"
"ajjhattaṃ"	"ind"	"adv"	""	""	"956"	"{'ajjhattaṃ': 956}"
"āha"	"perf"	""	"√ah 1 (speak)"	"āha perf"	"952"	"{'āha': 532, 'āhu': 123, 'āhaṃsu': 297}"
"tatiyaṃ"	"ind"	"adv"	""	""	"944"	"{'tatiyaṃ': 944}"
"ṭhānaṃ"	"ind"	"adv"	"√ṭhā 1 (stand)"	""	"941"	"{'ṭhānaṃ': 941}"
"bhāsita"	"nt"	""	"√bhās 1 (speak)"	"a nt"	"935"	"{'bhāsitaṃ': 460, 'bhāsitassa': 227, 'bhāsitā': 203, 'bhāsite': 22, 'bhāsitāya': 3, 'bhāsitāni': 2, 'bhāsitena': 18}"
"evarūpa"	"adj"	"comp"	""	"aī adj"	"930"	"{'evarūpaṃ': 432, 'evarūpo': 222, 'evarūpā': 68, 'evarūpāya': 56, 'evarūpassa': 39, 'evarūpiṃ': 32, 'evarūpena': 32, 'evarūpe': 20, 'evarūpiyā': 8, 'evarūpehi': 6, 'evarūpī': 6, 'evarūpāni': 5, 'evarūpesu': 3, 'evarūpānaṃ': 1}"
"upapajjati"	"pr"	""	"√pad 3 (go, step)"	"ati pr"	"922"	"{'upapajjati': 543, 'upapajjanti': 164, 'upapajjeyya': 89, 'upapajjissati': 15, 'upapajja': 14, 'upapajjare': 8, 'upapajje': 8, 'upapajjāmi': 4, 'upapajjatha': 4, 'upapajjetha': 3, 'upapajjissanti': 4, 'upapajjeyyātha': 3, 'upapajjeyyāma': 3, 'upapajjissasi': 2, 'upapajjantaṃ': 2, 'upapajjissāmi': 1, 'upapajjeyyaṃ': 52, 'upapajjeyyuṃ': 3}"
"mama"	"pron"	""	""	"ahaṃ pron"	"921"	""
"paṭhamaṃ"	"ind"	"adv"	"√ṭhā 1 (stand)"	""	"913"	"{'paṭhamaṃ': 913}"
"ariyasāvaka"	"masc"	"comp"	""	"a masc"	"910"	"{'ariyasāvako': 768, 'ariyasāvakassa': 136, 'ariyasāvakena': 5, 'ariyasāvakā': 1}"
"neva"	"ind"	"neg"	""	""	"906"	"{'neva': 906}"
"mahārāja"	"masc"	"comp"	""	"rāja masc"	"906"	"{'mahārāja': 742, 'mahārājā': 89, 'mahārājānaṃ': 21, 'mahārājāno': 20, 'mahārājassa': 12, 'mahārājaṃ': 10, 'mahārāje': 9, 'mahārājena': 2, 'mahāraññaṃ': 1}"
"vadeyya"	"opt"	""	""	"eyya opt"	"900"	""
"āsana"	"nt"	""	"√ās 1 (sit)"	"a nt"	"895"	"{'āsane': 301, 'āsanaṃ': 112, 'āsanāni': 33, 'āsanena': 33, 'āsanā': 399, 'āsanesu': 7, 'āsanasmiṃ': 5, 'āsanassa': 1, 'āsana': 4}"
"manussa"	"masc"	""	""	"a masc"	"894"	"{'manussā': 418, 'manussānaṃ': 187, 'manussesu': 142, 'manusse': 57, 'manusso': 48, 'manussehi': 28, 'manussassa': 5, 'manussaṃ': 4, 'manussena': 4, 'manussato': 1}"
