id	pali_1	Fin	sbs_class_anki	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	sbs_category	sbs_class	count	sbs_audio	move	Feedback
44840	paṭijānāti 1	p		pr					trans	+acc	agrees; acknowledges; admits; assents; confirms			√ñā 5 nā (to know)	√ñā + nā > jānā	pati + jānā + ti	ñ > j					pratijānāti	√jñā						MN 40	cūḷāssapurasuttaṃ	samaṇā samaṇā'ti vo, bhikkhave, jano sañjānāti. tumhe ca pana, ke tumhe'ti puṭṭhā samānā, samaṇ'āmhā'ti <b>paṭijānātha</b>.																													paṭijān	āti pr	49	3	232	[sound:paṭijānāti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭijānāti 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
40316	paggaṇhāti 4	p		pr					trans	+acc	upholds; favours; supports; promotes; lit. takes forward			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti						pragṛhṇāti	√grah √gṛbh						VIN PAT SA 10	saṅghabhedasikkhāpadaṃ	evañ'ca so bhikkhu bhikkhūhi vuccamāno tath'eva <b>paggaṇheyya</b>, so bhikkhu bhikkhūhi yāvatatiyaṃ samanubhāsitabbo tassa paṭinissaggāya																													paggaṇh	āti pr	49	3	112	[sound:paggaṇhāti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paggaṇhāti 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
40313	paggaṇhāti 1	p		pr					trans	+acc	takes up; befriends			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pa + gaṇhā + ti						pragṛhṇāti	√grah √gṛbh √gṛh						JA 150	sañjīva jātakaṃ	asantaṃ yo <b>paggaṇhāti</b>,<br/>asantaṃ c'ūpasevati,<br/>tam'eva ghāsaṃ kurute,<br/>byaggho sañjīvako yathā'ti.																													paggaṇh	āti pr	49	3	112	[sound:paggaṇhāti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paggaṇhāti 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
38345	niyyāti 2	s		pr					intrans	+dat	leads (to); lit. goes out			√yā 1 a (to go)	√yā + a > yā	nī + yā + ti	īy > iyy						√yā	nīyati					MN 12	mahāsīhanādasuttaṃ	takkapariyāhataṃ samaṇo gotamo dhammaṃ deseti vīmaṃs'ānucaritaṃ sayaṃpaṭibhānaṃ. yassa ca khv'āssa atthāya dhammo desito so <b>niyyāti</b> takkarassa sammā dukkhakkhayāyā'ti.				MN 48	kosambiyasuttaṃ	bhikkhu y'āyaṃ diṭṭhi ariyā niyyānikā <b>niyyāti</b> takkarassa sammā dukkhakkhayāya tathārūpāya diṭṭhiyā diṭṭhisāmaññagato viharati sabrahmacārīsu āvi c'eva raho ca	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings																			26n	niyy	āti pr	49	3	85	[sound:coming-soon.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=niyyāti 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
37217	nikkhipati 1	pp		pr					trans	+acc	throws down; discards; drops			√khip 1 a (to throw)	√khip + a > khipa	ni + khipa + ti							√kṣip						SN 35.87	channasuttaṃ	na kho pan'āhaṃ, sāriputta, ettāvatā saupavajjo'ti vadāmi. yo kho, sāriputta, tañ'ca kāyaṃ <b>nikkhipati</b>, aññañ'ca kāyaṃ upādiyati, tam'ahaṃ saupavajjo'ti vadāmi.				MN 62	mahārāhulovādasuttaṃ	seyyathā'pi, rāhula, pathaviyā sucim'pi <b>nikkhipanti</b>, asucim'pi <b>nikkhipanti</b>, gūthagatam'pi <b>nikkhipanti</b>, muttagatam'pi <b>nikkhipanti</b>, kheḷagatam'pi <b>nikkhipanti</b>, pubbagatam'pi <b>nikkhipanti</b>, lohitagatam'pi <b>nikkhipanti</b>, na ca tena pathavī aṭṭīyati vā harāyati vā jigucchati vā.																							nikkhip	ati pr	49	3	104	[sound:nikkhipati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nikkhipati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35255	namati 2	ns		pr						+acc	bends; bows down			√nam 1 a (to bend)	√nam + a > nama	nama + ti						namati	√nam						Thai		supaṭipanno bhagavato sāvakasaṅgho saṅghaṃ <b>namāmi</b>	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem																									01n	nam	ati pr	49	3	153	[sound:coming-soon.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=namati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35254	namati 1	pn		pr					intrans	+dat	bends (towards); inclines (to); veers (towards)			√nam 1 a (to bend)	√nam + a > nama	nama + ti						namati	√nam						MN 19	dvedhāvitakkasuttaṃ	kāmavitakkaṃ ce, bhikkhave, bhikkhu bahulam'anuvitakketi anuvicāreti, pahāsi nekkhammavitakkaṃ, kāmavitakkaṃ bahulam'akāsi, tassa taṃ kāmavitakkāya cittaṃ <b>namati</b>.				SNP 44	jarāsuttaṃ<br/>aṭṭhakavaggo 6	maraṇena'pi taṃ pahīyati,<br/>yaṃ puriso mam'idan'ti maññati,<br/>etam'pi viditvā paṇḍito,<br/>na mamattāya <b>nametha</b> māmako.																							nam	ati pr	49	3	153			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=namati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
34825	nadati 2	p		pr					trans	+acc	makes a bold assertion; lit. roars			√nad 1 a (to roar)	√nad + a > nada	nada + ti						nadati	√nad						SN 12.21	dasabalasuttaṃ	dasabalasamannāgato, bhikkhave, tathāgato catūhi ca vesārajjehi samannāgato āsabhaṃ ṭhānaṃ paṭijānāti, parisāsu sīhanādaṃ <b>nadati</b>, brahmacakkaṃ pavatteti				AN 9.11	sīhanādasuttaṃ	tena kho pana samayena āyasmā ca mahāmoggallāno āyasmā ca ānando avāpuraṇaṃ ādāya vihāre āhiṇḍanti, abhikkamath'āyasmanto, abhikkamath'āyasmanto! idān'āyasmā sāriputto bhagavato sammukhā sīhanādaṃ <b>nadissatī</b>'ti.																							nad	ati pr	49	3	88			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nadati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17746	dahati 2.1	pp		pr					trans	+acc	burns; scorches			√ḍah 1 a (to burn)	√ḍah + a > ḍaha > daha (irreg)	daha + ti	ḍ > d					dahati	√dah	ḍahati					MN 14	cūḷa dukkhakkhandhasuttaṃ	so tesaṃ bhogānaṃ ārakkh'ādhikaraṇaṃ dukkhaṃ domanassaṃ paṭisaṃvedeti, kin'ti me bhoge n'eva rājāno hareyyuṃ, na corā hareyyuṃ, na aggi <b>daheyya</b>, na udakaṃ vaheyya, na appiyā dāy'ādā hareyyun'ti				MN 62	mahārāhulovādasuttaṃ	seyyathā'pi, rāhula, tejo sucim'pi dahati, asucim'pi <b>dahati</b>, gūthagatam'pi <b>dahati</b>, muttagatam'pi <b>dahati</b>, kheḷagatam'pi <b>dahati</b>, pubbagatam'pi <b>dahati</b>, lohitagatam'pi <b>dahati</b>, na ca tena tejo aṭṭīyati vā harāyati vā jigucchati vā																							dah	ati pr	49	3	98	[sound:dahati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dahati 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
60529	tiṭṭhati 4	s		pr					intrans	+acc	exists; lit. stands			√ṭhā 1 a (to stand)	√ṭhā + ṭhā + a > tiṭṭha	tiṭṭha + ti	ṭ > t					tiṣṭhati	√sthā						MN 107	gaṇakamoggallānasuttaṃ	ko nu kho, bho gotama, hetu ko paccayo yaṃ <b>tiṭṭhat</b>'eva nibbānaṃ, <b>tiṭṭhati</b> nibbānagāmī maggo, <b>tiṭṭhati</b> bhavaṃ gotamo samādapetā, atha ca pana ... ekacce n'ārādhentī'ti?	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses																									15n	tiṭṭh	ati pr	49	3	745	[sound:tiṭṭhati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tiṭṭhati 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59810	ṭhapeti 5	p		pr		tiṭṭhati			trans	+acc	places; puts			√ṭhā 1 *āpe (to stand)	√ṭhā + āpe > ṭhāpe > ṭhape (caus, irreg)	ṭhape + ti	ā > a					sthāpayati	√sthā						MNa 11	cūḷasīhanādasuttaṃvaṇṇanā	are bāla, brāhmaṇa, kiṃ tava ñātakā antaradvāre kahāpaṇaṃ <b>ṭhapenti</b>, parato maṃ harā'ti																													ṭhap	eti pr	49	3	244			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ṭhapeti 5&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59809	ṭhapeti 4	p		pr		tiṭṭhati			trans	+acc	sets aside; puts one side			√ṭhā 1 *āpe (to stand)	√ṭhā + āpe > ṭhāpe > ṭhape (caus, irreg)	ṭhape + ti	ā > a					sthāpayati	√sthā						AN 3.68	kathāvatthusuttaṃ	sac'āyaṃ, bhikkhave, puggalo pañhaṃ puṭṭho samāno ek'aṃsabyākaraṇīyaṃ pañhaṃ na ek'aṃsena byākaroti, vibhajjabyākaraṇīyaṃ pañhaṃ na vibhajja byākaroti, paṭipucchābyākaraṇīyaṃ pañhaṃ na paṭipucchā byākaroti, ṭhapanīyaṃ pañhaṃ na <b>ṭhapeti</b>, evaṃ sant'āyaṃ, bhikkhave, puggalo akaccho hoti.																													ṭhap	eti pr	49	3	244			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ṭhapeti 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
25186	jahāti	n		pr					trans	+acc	gives up; leaves; abandons; deserts			√hā 1 a (to abandon)	√hā + hā + a > jahā	jahā + ti	h > j					jahāti	√hā	jahati					SNP 1	uragasuttaṃ<br/>uragavaggo 1	yo uppatitaṃ vineti kodhaṃ,<br/>visaṭaṃ sappavisaṃ'va osadhehi,<br/>so bhikkhu <b>jahāti</b> orapāraṃ,<br/>urago jiṇṇam'iva tacaṃ purāṇaṃ.				kaccāyana	ākhyātakappa 460	abbhāse vattamānassa sarassa rasso hoti. dadhāti, <b>jahāti</b>.																							jah	āti pr	49	3	132		moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jahāti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
25188	jahati 2	pp		pr					trans	+acc	disappear; leaves; is no more			√hā 1 a (to abandon)	√hā + hā + a > jaha	jaha + ti	h > j					jahāti	√hā	jahāti					AN 4.184	abhayasuttaṃ	tam'enaṃ aññataro gāḷho rog'ātaṅko phusati. tassa aññatarena gāḷhena rog'ātaṅkena phuṭṭhassa evaṃ hoti, piyā vata maṃ kāmā <b>jahissanti</b>, piye c'āhaṃ kāme jahissāmī'ti.				MN 43	mahāvedallasuttaṃ	yadā nu kho, āvuso, imaṃ kāyaṃ kati dhammā <b>jahanti</b>, ath'āyaṃ kāyo ujjhito avakkhitto seti, yathā kaṭṭhaṃ acetanan'ti?																							jah	ati pr	49	3	117	[sound:jahati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jahati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15943	cara 2	pp		imp	2nd sg	caratu			trans		go on!; begone!; run along!			√car 1 a (to move, walk)		√car + a						cara	√car						VIN PAT PC 70	kaṇṭakasikkhāpadaṃ	ajja't'agge te, āvuso, samaṇ'uddesa na c'eva so bhagavā satthā apadisitabbo, yam'pi c'aññe samaṇ'uddesā labhanti bhikkhūhi saddhiṃ dirattatirattaṃ sahaseyyaṃ, s'āpi te n'atthi, <b>cara</b>'pi re, vinassā'ti.				SN 56.9	viggāhikakathāsuttaṃ	micchāpaṭipanno tvam'asi, aham'asmi sammāpaṭipanno. sahitaṃ me, asahitaṃ te. purevacanīyaṃ pacchā avaca, pacchāvacanīyaṃ pure avaca. adhiciṇṇaṃ te viparāvattaṃ. āropito te vādo, <b>cara</b> vādappamokkhāya. niggahito'si, nibbeṭhehi vā sace pahosī'ti.																							!car	ati pr	49	3	80			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cara 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15982	carati 2.1	pp		pr					trans	+acc	acts; practices; performs; does			√car 1 a (to act, behave)	√car + a > cara	cara + ti						carati	√car						DHP 66	bālavaggo	<b>caranti</b> bālā dummedhā,<br/>amitten'eva attanā,<br/>karontā pāpakaṃ kammaṃ,<br/>yaṃ hoti kaṭukapphalaṃ.				SN 3.4	piyasuttaṃ	ye ca kho keci kāyena duccaritaṃ <b>caranti</b> vācāya duccaritaṃ caranti manasā duccaritaṃ caranti tesaṃ appiyo attā																							car	ati pr	49	3	887	[sound:carati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=carati 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22757	gaṇhāti 1	p		pr					trans	+acc	grabs hold (of); seizes; takes			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	ha > ṇhā (Kacc 490, 518)					gṛhṇāti	√grah √gṛbh	gaṇhati					AN 4.42	pañhabyākaraṇasuttaṃ	anatthaṃ parivajjeti,<br/>atthaṃ <b>gaṇhāti</b> paṇḍito,<br/>atth'ābhisamayā dhīro,<br/>paṇḍito'ti pavuccatī'ti.				MN 22	alagaddūpamasuttaṃ	seyyathā'pi, bhikkhave, puriso alagaddatthiko alagaddagavesī alagaddapariyesanaṃ caramāno. so passeyya mahantaṃ alagaddaṃ. tam'enaṃ bhoge vā naṅguṭṭhe vā <b>gaṇheyya</b>.																							gaṇh	āti pr	49	3	225		moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gaṇhāti 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22187	gacchati 2	p		pr					trans	+acc	becomes; lit. goes			√gam 1 a (to go)	√gam + a > gama > gaccha (irreg)	gaccha + ti						gacchati	√gam						MN 105	sunakkhattasuttaṃ	tassa imissā ca asappāyakiriyāya, asuci visadoso apanīto saupādiseso tadubhayena vaṇo puthuttaṃ <b>gaccheyya</b>.																													gacch	ati pr	49	3	2118	[sound:gacchati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gacchati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
28843	khamati 3	p		pr				impers	intrans	+dat	pardons; accepts the apology (of); forgives; lit. endures			√kham 1 a (to tolerate, endure)	√kham + a > khama	khama + ti						kṣamate	√kṣam						AN 9.11	sīhanādasuttaṃ	<b>khama</b>, sāriputta, imassa moghapurisassa, purā tassa tatth'eva sattadhā muddhā phalatī'ti. <b>khamām</b>'ahaṃ, bhante, tassa āyasmato sace maṃ so āyasmā evam'āha, <b>khamatu</b> ca me so āyasmā'ti.																													kham	ati pr	49	3	191			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khamati 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
28841	khamati 1	p		pr					trans	+acc	endures; tolerates; bears; withstands			√kham 1 a (to tolerate, endure)	√kham + a > khama	khama + ti						kṣamate	√kṣam						SN 11.4	vepacittisuttaṃ	yo have balavā santo,<br/>dubbalassa titikkhati,<br/>tam'āhu paramaṃ khantiṃ,<br/>niccaṃ <b>khamati</b> dubbalo.																													kham	ati pr	49	3	191			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khamati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63431	upeti 4	p		pr				impers	intrans	+dat	is suitable (for); is ready (for); is fit (for); lit. approaches			√i 1 a (to come, go)	√i + a > e	upa + e + ti	i > e					upeti	√i						AN 3.102	paṃsudhovakasuttaṃ	taṃ hoti jātarūpaṃ dhantaṃ sandhantaṃ niddhantaṃ nihitaṃ ninnītakasāvaṃ, mudu ca hoti kammaniyañ'ca pabhassarañ'ca, na ca pabhaṅgu, sammā <b>upeti</b> kammāya.																													up	eti pr	49	3	312			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upeti 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63430	upeti 3	p		pr					trans	+acc	obtains; gets; experiences; suffers; lit. approaches			√i 1 a (to come, go)	√i + a > e	upa + e + ti	i > e					upeti	√i						DHP 342	taṇhāvaggo	tasiṇāya purakkhatā pajā,<br/>parisappanti saso'va bādhito,<br/>saṃyojanasaṅgasattakā,<br/>dukkham'<b>upenti</b> punappunaṃ cirāya.				SNP 59	mettagū māṇava pucchā<br/>pārāyanavaggo 4	yo ve avidvā upadhiṃ karoti,<br/>punappunaṃ dukkham'<b>upeti</b> mando,<br/>tasmā pajānaṃ upadhiṃ na kayirā,<br/>dukkhassa jātippabhav'ānupassī.																							up	eti pr	49	3	312			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upeti 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63038	upasaṃharati 2	p		pr					trans	+acc	focuses; concentrates; applies; lit. brings near together			√har 1 a (to carry)	√har + a > hara	upa + saṃ + hara + ti						upasaṃharati	√hṛ		(ANa) <b>upasaṃharatī</b>'ti ñāṇena ānisaṃsaṃ disvā otāreti.				MN 64	mahāmālukyasuttaṃ	so tehi dhammehi cittaṃ paṭivāpeti. so tehi dhammehi cittaṃ paṭivāpetvā amatāya dhātuyā cittaṃ <b>upasaṃharati</b>				MN 105	sunakkhattasuttaṃ	upadhi dukkhassa mūlan'ti, iti viditvā nirupadhi upadhisaṅkhaye vimutto upadhismiṃ vā kāyaṃ <b>upasaṃharissati</b> cittaṃ vā uppādessatī'ti, n'etaṃ ṭhānaṃ vijjati.																							upasaṃhar	ati pr	49	3	122			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upasaṃharati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63037	upasaṃharati 1	p		pr					trans	+acc	compares; likens; lit. brings near together			√har 1 a (to carry)	√har + a > hara	upa + saṃ + hara + ti						upasaṃharati	√hṛ						DN 22.7	mahāsatipaṭṭhānasuttaṃ	so imam'eva kāyaṃ <b>upasaṃharati</b>, ayam'pi kho kāyo evaṃdhammo evaṃbhāvī evaṃanatīto'ti																													upasaṃhar	ati pr	49	3	122			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upasaṃharati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
62619	upakkamati 1	p		pr					trans	+acc	attacks (with); assaults (with); lit. goes towards			√kam 1 a (to go)	√kam + a > kama	upa + kama + ti							√kram		(MNa) <b>upakkamantī</b>'ti paharanti.				MN 13	mahādukkhakkhandhasuttaṃ	te tattha kalahaviggahavivād'āpannā aññam'aññaṃ pāṇīhi'pi <b>upakkamanti</b>, leḍḍūhi'pi <b>upakkamanti</b>, daṇḍehi'pi <b>upakkamanti</b>, satthehi'pi <b>upakkamanti</b>. te tattha maraṇam'pi nigacchanti, maraṇamattam'pi dukkhaṃ.				AN 8.74	dutiya maraṇassatisuttaṃ	manussā vā maṃ <b>upakkameyyuṃ</b>, amanussā vā maṃ <b>upakkameyyuṃ</b>, tena me assa kālakiriyā. so mama assa antarāyo'ti.																							upakkam	ati pr	49	3	129			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upakkamati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61498	uddisati 2	p		pr					trans	+acc	points out; names as; lit. points up			√dis 1 a (to point out, explain)	√dis + a > disa	ud + disa + ti						uddiśati	√diś		(MNa) <b>kam'uddiseyyan</b>'ti kaṃ aññaṃ, ayaṃ me ācariyo'ti uddiseyyaṃ.<br/>(DHPa) <b>kam'uddiseyyan</b>'ti, ayaṃ me upajjhāyo vā ācariyo vā'ti kaṃ nāma uddiseyyan'ti.				DHP 353	taṇhāvaggo	sabb'ābhibhū sabbavidū'ham'asmi,<br/>sabbesu dhammesu anūpalitto,<br/>sabbañ'jaho taṇhakkhaye vimutto,<br/>sayaṃ abhiññāya kam'<b>uddiseyyaṃ</b>.				MN 38	mahātaṇhāsaṅkhayasuttaṃ	api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā aññaṃ satthāraṃ <b>uddiseyyāthā</b>'ti? no h'etaṃ, bhante.																							uddis	ati pr	49	3	394	[sound:uddisati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uddisati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
24541	icchati 2.1	p		pr					intrans		moves; stirs			√ar 1 a (to move, attain)	√ar + a > ara > iccha (irreg)	iccha + ti						ṛcchati	√ṛ						MN 28	mahāhatthipadopamasuttaṃ	hoti kho so, āvuso, samayo yaṃ gimhānaṃ pacchime māse tālavaṇṭena'pi vidhūpanena'pi vātaṃ pariyesanti, ossavane'pi tiṇāni na <b>icchanti</b>.																													icch	ati pr	49	3	287	[sound:icchati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=icchati 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3013	āharati 1.2	p		pr					trans	+acc	(of negligence) manifests; produces; displays; lit. brings here			√har 1 a (to carry)	√har + a > hara	ā + hara + ti						āharati	√hṛ		(ANa) <b>pamādaṃ āhariṃsū</b>'ti mayaṃ kira catūhi apāyehi muttā'ti upari arahattatthāya vīriyaṃ akarontā mā pamādaṃ āpajjiṃsu.				SN 47.20	janapadakalyāṇīsuttaṃ	taṃ kiṃ maññatha, bhikkhave, api nu so puriso amuṃ telapattaṃ amanasikaritvā bahiddhā pamādaṃ <b>āhareyyā</b>'ti? no h'etaṃ, bhante																													āhar	ati pr	49	3	101			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āharati 1.2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
