Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
obhāsetvā	sp	8	abs		obhāseti		caus	trans	+acc	having illuminated; lit. caused to shine down			√bhās 1 *e (to shine)	√bhās + *e > bhāse (caus)	ava + bhāse + ti	avabhās	√bhāś										SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā abhikkantāya rattiyā abhikkanta-vaṇṇā kevalakappaṃ jetavanaṃ <b>obhāsetvā</b> yena bhagavā ten’upasaṅkami	Maṅgala-sutta	The Highest Blessings	Protective Recitations	SN 1.39	paṭhamapajjunnadhītusuttaṃ	atha kho kokanadā pajjunnassa dhītā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ <b>obhāsetvā</b> yena bhagavā ten'upasaṅkami				51n	-		13	14	69	[sound:obhāsetvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=obhāsetvā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kevalakappa	sp	8	adj	comp						almost the entire; lit. resembling the whole					kevala + kappa	kevala + kalpa											SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā abhikkantāya rattiyā abhikkanta-vaṇṇā <b>kevalakappaṃ</b> jetavanaṃ obhāsetvā yena bhagavā ten’upasaṅkami	Maṅgala-sutta	The Highest Blessings	Protective Recitations	SN 1.39	paṭhamapajjunnadhītusuttaṃ	atha kho kokanadā pajjunnassa dhītā abhikkantāya rattiyā abhikkantavaṇṇā <b>kevalakappaṃ</b> mahāvanaṃ obhāsetvā yena bhagavā ten'upasaṅkami				51n	kevalakapp	a adj	13			[sound:kevalakappa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kevalakappa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
abhikkantavaṇṇa	sp	8	adj	comp						stunningly beautiful; of extraordinary appearance					abhikkanta + vaṇṇa	atikrānta<br/>+ varna											SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā abhikkantāya rattiyā <b>abhikkantavaṇṇā</b> kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten’upasaṅkami	Maṅgala-sutta	The Highest Blessings	Protective Recitations	SN 1.39	paṭhamapajjunnadhītusuttaṃ	atha kho kokanadā pajjunnassa dhītā abhikkantāya rattiyā <b>abhikkantavaṇṇā</b> kevalakappaṃ mahāvanaṃ obhāsetvā yena bhagavā ten'upasaṅkami				51n	abhikkantavaṇṇ	a adj	13			[sound:abhikkantavaṇṇa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhikkantavaṇṇa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
abhikkanta 3	sp	8	adj	pp	abhikkamati					progressing; moving on			√kam 1 a (to go)		abhi + √kam + ta	abhikram	√kram										SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	atha kho aññatarā devatā <b>abhikkantāya</b> rattiyā	Maṅgala-sutta	The Highest Blessings	Protective Recitations	SN 1.39	paṭhamapajjunnadhītusuttaṃ	atha kho kokanadā pajjunnassa dhītā <b>abhikkantāya</b> rattiyā abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ obhāsetvā yena bhagavā ten'upasaṅkami				51n	abhikkant	a adj	13	11	391	[sound:abhikkanta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhikkanta 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
dhītar	pp	8	fem							daughter						duhitṛ					SN 15.14-19	matasuttaṃ	na so satto sulabha-rūpo, yo na mātā-bhūta-pubbo, yo na pitā-bhūta-pubbo, yo na bhātā, yo na bhaginī, yo na putto, yo na <b>dhītā</b>-bhūta-pubbā'ti										SN 1.39	paṭhamapajjunnadhītusuttaṃ	atha kho kokanadā pajjunnassa <b>dhītā</b> abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ obhāsetvā yena bhagavā ten'upasaṅkami					dhīt	ar fem	13	8	63	[sound:dhītar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhītar&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pajjunna	p	8	masc							personal name of a deity; god of rain; rain-cloud						parjanya			(SNa) pajjunnassa dhītā'ti pajjunnassa nāma vassavalāhakadevarañño cātumahārājikassa dhītā.	MW suggests √pṛc + janya													SN 1.39	paṭhamapajjunnadhītusuttaṃ	atha kho kokanadā <b>pajjunnassa</b> dhītā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ obhāsetvā yena bhagavā ten'upasaṅkami					pajjunn	a masc	13		14	[sound:pajjunna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pajjunna&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
upari 1	pp	8	ind	prep						above; over; upon; on					upa + ri	upari					VIN PAT PC 18	vehāsakuṭi sikkhāpada	yo pana bhikkhu saṅghike vihāre <b>upari</b>-vehāsa-kuṭiyā āhacca-pādakaṃ mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṃ.										SN 6.5	aññatarabrahmasuttaṃ	atha kho bhagavā tassa brahmuno<b> upari </b>vehāsaṃ pallaṅkena nisīdi tejodhātuṃ samāpajjitvā					-		13	8	150	[sound:upari.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upari 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tejodhātu	pp	8	fem	comp						fiery state; element of heat; lit. fire state					tejo + dhātu	tejas + dhātu				(Abhi) principle of transform, warmth and heat	MN 10.7	mahāsatipaṭṭhānasuttaṃ	puna caparaṃ bhikkhu imam’eva kāyaṃ yathāṭhitaṃ yathāpa-ṇihitaṃ dhātuso paccavekkhati — ‘atthi imasmiṃ kāye pathavī-dhātu āpo-dhātu <b>tejodhātu</b> vāyo-dhātū’ti										SN 6.5	aññatarabrahmasuttaṃ	atha kho bhagavā tassa brahmuno upari vehāsaṃ pallaṅkena nisīdi<b> tejodhātuṃ</b> samāpajjitvā					tejodhāt	u fem	13			[sound:tejodhātu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tejodhātu&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
samāpajjitvā	pp	8	abs		samāpajjati			trans	+acc	having entered; having attained			√pad 3 ya (to go, step)	√pad + ya > pajja	saṃ + ā + pajja + itvā	samāpad	√pad				AN 9.36	jhānasuttaṃ	jhāyīh'ete, bhikkhave, samāpattikusalehi samāpattivuṭṭhānakusalehi <b>samāpajjitvā</b> vuṭṭhahitvā sammā akkhātabbānī'ti vadāmī'ti.										SN 6.5	aññatarabrahmasuttaṃ	atha kho bhagavā tassa brahmuno upari vehāsaṃ pallaṅkena nisīdi tejodhātuṃ <b>samāpajjitvā</b>					-		13		18	[sound:samāpajjitvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=samāpajjitvā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pallaṅkena	pp	8	ind	adv, instr sg	pallaṅka					(sitting) cross-legged			√añc 1 a (to bend)		pari > pali > paly > pall + √añc > aṅk + a + ena<br/>pallaṅka + ena	palyaṅkena	√añc √ac				AN 5.23	upakkilesasuttaṃ	pathaviyā'pi ummujjanimujjaṃ kareyyaṃ, seyyathā'pi udake, udake'pi abhijjamāno gaccheyyaṃ, seyyathā'pi pathaviyaṃ, ākāse'pi <b>pallaṅkena</b> kameyyaṃ, seyyathā'pi pakkhī sakuṇo										SN 6.5	aññatarabrahmasuttaṃ	atha kho bhagavā tassa brahmuno upari vehāsaṃ <b>pallaṅkena</b> nisīdi tejodhātuṃ samāpajjitvā					-		13			[sound:pallaṅkena.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pallaṅkena&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
vehāsaṃ	pp	8	ind	adv, acc sg	vehāsa					in the air; in the sky					vihāyasa > vehāsa + aṃ	vaihāyasa					SN 1.20	samiddhisuttaṃ	atha kho aññatarā devatā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ tap'odaṃ obhāsetvā yena āyasmā samiddhi ten'upasaṅkami, upasaṅkamitvā <b>vehāsaṃ</b> ṭhitā āyasmantaṃ samiddhiṃ gāthāya ajjhabhāsi										SN 6.5	aññatarabrahmasuttaṃ	atha kho bhagavā tassa brahmuno upari <b>vehāsaṃ</b> pallaṅkena nisīdi tejodhātuṃ samāpajjitvā					-		13			[sound:vehāsaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vehāsaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
brahma 2	psp	8	masc	atta group						God; creator god; Brahma			√brah 1 a (to increase)		√brah + ma		√bṛh				AN 11.15	mettāsuttaṃ	tuvaṭaṃ cittaṃ samādhiyati, mukhavaṇṇo vippasīdati, asammūḷho kālaṃ karoti, uttari appaṭivijjhanto <b>brahma</b>-lok’ūpago hoti.				Trad		<b>brahma</b>-mārā ca indā ca loka-pālā ca devatā, yamo, mittā manussā ca majjhattā verikā’pi ca, sabbe sattā sukhī hontu.	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits	SN 6.5	aññatarabrahmasuttaṃ	atha kho bhagavā tassa <b>brahmuno</b> upari vehāsaṃ pallaṅkena nisīdi tejodhātuṃ samāpajjitvā				68n	*	brahma masc	13			[sound:brahma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=brahma 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tassa 2	ssp	8	pron	masc & nt gen sg	ta					of that; his; its					ta + ssa	tvasmai					AN 10.48	pabbajitābhiṇhasuttaṃ	kamma-ssako’mhi, kamma-dāy’ādo, kamma-yoni, kamma-bandhu, kamma-paṭisaraṇo. yaṃ kammaṃ karissāmi, kalyāṇaṃ vā pāpakaṃ vā, <b>tassa</b> dāy’ādo bhavissāmī’ti	Dasadhammā pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Reflection by One Gone Forth	Reflections	AN 4.180	mahāpadesasuttaṃ	asukasmiṃ nāma āvāse eko thero bhikkhu viharati bahussuto āgat’āgamo dhammadharo vinayadharo mātikādharo <b>tassa</b> me therassa sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro mahāpadesā	The Four Great References	Teachings	SN 6.5	aññatarabrahmasuttaṃ	atha kho bhagavā <b>tassa</b> brahmuno upari vehāsaṃ pallaṅkena nisīdi tejodhātuṃ samāpajjitvā				25n	!*	ta pron	13			[sound:tassa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tassa 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
rukkhamūla	ssp	8	nt	comp						foot of a tree; root of a tree					rukkha + mūla	vṛkṣamūla					MN 118	ānāpānassatisuttaṃ	idha bhikkhu arañña-gato vā <b>rukkhamūla</b>-gato vā suññ’āgāra-gato vā nisīdati, pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.	Ānāpānassati	Mindfulness of Breathing	Teachings	TH 257	pārāpariyattheragāthā	araññe <b>rukkhamūlesu</b>, kandarāsu guhāsu ca.<br/>vivekam’anubrūhantā, vihaṃsu tap’parāyanā	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses	MN 62	mahārāhulovādasuttaṃ	atha kho āyasmā rāhulo, ko n'ajja bhagavatā sammukhā ovādena ovadito gāmaṃ piṇḍāya pavisissatī'ti tato paṭinivattitvā aññatarasmiṃ<b> rukkhamūle</b> nisīdi				13n	rukkhamūl	a nt	13			[sound:rukkhamūla.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=rukkhamūla&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tato 1	pp	8	pron	abl sg	ta					from that; therefrom; from him					ta + to	tatas					VIN PAT NP 7	tatuttarisikkhāpadaṃ	tañ'ce aññātako gahapati vā gahapatānī vā bahūhi cīvarehi abhihaṭṭhuṃ pavāreyya, santar'uttaraparamaṃ tena bhikkhunā <b>tato</b> cīvaraṃ sāditabbaṃ. <b>tato</b> ce uttari sādiyeyya, nissaggiyaṃ pācittiyaṃ.										MN 62	mahārāhulovādasuttaṃ	atha kho āyasmā rāhulo, ko n'ajja bhagavatā sammukhā ovādena ovadito gāmaṃ piṇḍāya pavisissatī'ti <b>tato</b> paṭinivattitvā aññatarasmiṃ rukkhamūle nisīdi					!*	ta pron	13			[sound:tato.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tato 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ovāda	psp	8	masc		ovadati					teaching; instruction; exhortation			√vad 1 a (to say, speak)		ava + √vad + *a	avavāda	√vad				SN 35.95	mālukyaputtasuttaṃ	ettha dāni, māluṅkyaputta, kiṃ dahare bhikkhū vakkhāma yatra hi nāma tvaṃ, bhikkhu, jiṇṇo vuddho mah’allako addhagato vayoanuppatto saṃkhittena <b>ovādaṃ</b> yācasī’ti.				Thai		handa mayaṃ Buddha-pacchima-<b>ovāda</b> bhaṇāmase	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	MN 62	mahārāhulovādasuttaṃ	atha kho āyasmā rāhulo, ko n'ajja bhagavatā sammukhā <b>ovādena </b>ovadito gāmaṃ piṇḍāya pavisissatī'ti tato paṭinivattitvā aññatarasmiṃ rukkhamūle nisīdi				29n	ovād	a masc	13	8	68	[sound:ovāda.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ovāda&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭinivattitvā	p	8	abs		paṭinivattati			intrans	+abl	having turned around; having come back (from)			√vatt 1 a (to be, proceed)		pati + ni + √vatt + itvā	pratinivṛt	√vṛt (to move on, turn)																MN 62	mahārāhulovādasuttaṃ	"atha kho āyasmā rāhulo, ""ko n'ajja bhagavatā sammukhā ovādena ovadito gāmaṃ piṇḍāya pavisissatī'ti tato <b>paṭinivattitvā</b> aññatarasmiṃ rukkhamūle nisīdi"					-		13		16	[sound:paṭinivattitvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭinivattitvā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pavisati	pp	8	pr					trans	+acc	enters; goes into			√vis 1 a (to enter)	√vis + a > visa	pa + visa + ti	praviśati	√viś				AN 9.11	sīhanādasuttaṃ	seyyathā’pi caṇḍāla-kumārako vā caṇḍāla-kumārikā vā kaḷopi-hattho nantaka-vāsī gāmaṃ vā nigamaṃ vā pavisanto nīca-cittaṃ’y’eva upaṭṭhapetvā <b>pavisati</b>;				SN 22.95	pheṇapiṇḍūpamasuttaṃ	seyyathā’pi, bhikkhave, puriso sār’atthiko sāragavesī sārapariyesanaṃ caramāno tiṇhaṃ kuṭhāriṃ ādāya vanaṃ <b>paviseyya</b>.				MN 62	mahārāhulovādasuttaṃ	"atha kho āyasmā rāhulo, ""ko n'ajja bhagavatā sammukhā ovādena ovadito gāmaṃ piṇḍāya <b>pavisissatī</b>'ti tato paṭinivattitvā aññatarasmiṃ rukkhamūle nisīdi"					pavis	ati pr	13	3	172	[sound:pavisati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pavisati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ovadita	p	8	pp		ovadati					advised; instructed; taught			√vad 1 a (to say, speak)		ava + √vad + ita	avavadita	√vad																MN 62	mahārāhulovādasuttaṃ	"atha kho āyasmā rāhulo, ""ko n'ajja bhagavatā sammukhā ovādena <b>ovadito </b>gāmaṃ piṇḍāya pavisissatī'ti tato paṭinivattitvā aññatarasmiṃ rukkhamūle nisīdi"					ovadit	a pp	13			[sound:ovadita.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ovadita&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nikkhāmetvā	pp	8	abs		nikkhamati		caus	intrans	+abl	having ejected (from); having brought out (from); lit. having caused to leave			√kam 1 *e (to go)	√kam + *e > khāme (caus, irreg)	nī + khāme + tvā	niṣkrām	√kram				AN 4.244	āpattibhayasuttaṃ	kharassarena paṇavena rathikāya rathikaṃ siṅghāṭakena siṅghāṭakaṃ parinetvā dakkhiṇena dvārena <b>nikkhāmetvā</b> dakkhiṇato nagarassa sīsaṃ chindathā’ti.										UD 45	uposathasuttaṃ	atha kho āyasmā mahāmoggallāno taṃ puggalaṃ bāhāyaṃ gahetvā bahidvārakoṭṭhakā<b> nikkhāmetvā </b>sūcighaṭikaṃ datvā yena bhagavā ten'upasaṅkami					-		13		14	[sound:nikkhāmetvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nikkhāmetvā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
gahetvā 1	ppp	8	abs		gaṇhāti			trans	+acc	having taken; having grabbed hold of			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gahe (irreg)	gāhe + tvā	gṛhītvā́, gṛbhītvā́	√grah √gṛbh √gṛh				SN 12.63	puttamaṃsūpamasuttaṃ	tam’enaṃ dve balavanto purisā nānābāhāsu <b>gahetvā</b> taṃ aṅgārakāsuṃ upakaḍḍheyyuṃ. atha kho tassa purisassa ārakā'v'assa cetanā ārakā patthanā ārakā paṇidhi.				SN 35.240	kummopamasuttaṃ	'yadā'yaṃ kummo kacchapo soṇḍipañcamānaṃ aṅgānaṃ aññataraṃ vā aññataraṃ vā aṅgaṃ abhininnāmessati, tatth'eva naṃ <b>gahetvā</b> uddālitvā khādissāmī'ti.				UD 45	uposathasuttaṃ	atha kho āyasmā mahāmoggallāno taṃ puggalaṃ bāhāyaṃ <b>gahetvā </b>bahidvārakoṭṭhakā nikkhāmetvā sūcighaṭikaṃ datvā yena bhagavā ten'upasaṅkami					-		13	8	320	[sound:gahetvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gahetvā 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
karitvā	ppp	8	abs		karoti			trans	+acc	having done; having made; having built			√kar 7 o (to do, make)		√kar + itvā	kṛtvā	√kṛ				SN 12.63	puttamaṃsūpamasuttaṃ	dve jāyam’patikā taṃ ekaputtakaṃ piyaṃ manāpaṃ vadhitvā vallūrañ’ca soṇḍikañ’ca <b>karitvā</b> puttamaṃsāni khādantā				VIN PAT PC 42	paṇītabhojana sikkhāpada	 tassa dāpetvā vā adāpetvā vā uyyojeyya: “gacch'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī”ti. etad'eva paccayaṃ <b>karitvā</b> anaññaṃ, pācittiyaṃ.				UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ<b> karitvā </b>yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca					-		13	8	406	[sound:karitvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=karitvā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tenañjaliṃ paṇāmetvā	pp	8	idiom	pron + masc + abs						having placed one's palms together towards someone					tena + añjaliṃ + paṇāmetvā						MN 91	brahmāyusuttaṃ	evaṃ vutte, brahmāyu brāhmaṇo uṭṭh'āyāsanā ek'aṃsaṃ uttarāsaṅgaṃ karitvā, yena bhagavā <b>ten'añjaliṃ</b> <b>paṇāmetvā</b> tikkhattuṃ udānaṃ udāneti										UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā<b> ten'añjaliṃ paṇāmetvā</b> bhagavantaṃ etad'avoca					!	tenañjaliṃ paṇāmetvā	13			[sound:tenañjaliṃ paṇāmetvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tenañjaliṃ paṇāmetvā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
avoca	psp	8	aor		vacati			trans	+acc	one said			√vac 1 a (to say, speak)	√vac + a > voca (irreg)	a + voca + a	avocat	√vac				DHP 133	daṇḍavaggo	mā-<b>avoca</b> pharusaṃ kañci, vuttā paṭivadeyyu taṃ,<br/>dukkhā hi sārambhakathā, paṭidaṇḍā phuseyyu taṃ.				AN 8.53	saṃkhittasuttaṃ	ekam’antaṃ ṭhitā kho sā mahāpajāpatī gotamī bhagavantaṃ etad'<b>avoca</b>	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'<b>avoca</b>				24n	*	avoca aor	13			[sound:avoca.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=avoca&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṇāmetvā 2	pp	8	abs		paṇāmeti		caus	trans	+acc	(of hands) having stretched out (in reverential salutation); lit. having bent forward			√nam 1 *e (to bend)	√nam + *e > nāme (caus)	pa + nāme + tvā	pratinam	√nam				MN 91	brahmāyusuttaṃ	evaṃ vutte, brahmāyu brāhmaṇo uṭṭh'āyāsanā ek'aṃsaṃ uttarāsaṅgaṃ karitvā, yena bhagavā ten'añjaliṃ <b>paṇāmetvā</b> tikkhattuṃ udānaṃ udāneti										UD 45	uposathasuttaṃ	atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ <b>paṇāmetvā</b> bhagavantaṃ etad'avoca					-		13	14	69	[sound:paṇāmetvā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṇāmetvā 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
