ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Notes SBS	Notes RU	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	no. for class filter	Feedback
42200	paraṃ	np	9	ind	prep, acc sg	para				+abl	after; beyond; on the other side (of)					para + aṃ						param													DN 9.6	poṭṭhapādasuttaṃ	evam'eva kho, poṭṭhapāda, ye te samaṇabrāhmaṇā evaṃvādino evaṃdiṭṭhino, ek'antasukhī attā hoti arogo <b>paraṃ</b> maraṇā'ti.				SN 42.6	asibandhakaputtasuttaṃ	bhagavā pana, bhante, arahaṃ sammāsambuddho pahoti tathā kātuṃ yathā sabbo loko kāyassa bhedā <b>paraṃ</b> maraṇā sugatiṃ saggaṃ lokaṃ upapajjeyyā'ti?											-		15			[sound:paraṃ.mp3]	√√	paraṃ	after; beyond; on the other side (of)		22	2135	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paraṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
42202	paraṃ maraṇā	pp	9	idiom	adv + nt						after death; lit. after from death															see SCPN §5			SN 22.85	yamakasuttaṃ	tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā khīṇ'āsavo bhikkhu kāyassa bhedā ucchijjati vinassati, na hoti <b>paraṃ</b> <b>maraṇā</b>'ti.										SN 42.6	asibandhakaputtasuttaṃ	bhagavā pana, bhante, arahaṃ sammāsambuddho pahoti tathā kātuṃ yathā sabbo loko kāyassa bhedā <b>paraṃ maraṇā</b> sugatiṃ saggaṃ lokaṃ upapajjeyyā'ti?											!	paraṃ maraṇā	15			[sound:paraṃ maraṇā.mp3]	√√	paraṃ maraṇā	after death; lit. later from death			2136	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paraṃ maraṇā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
33786	me 2	sp	9	pron	1st instr sg	ahaṃ					by me											mayā		mayā											SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	evaṃ <b>me</b> sutaṃ, ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme.	Maṅgala-sutta	The Highest Blessings	Protective Recitations	VIN 1.0	verañjakaṇḍaṃ	āraddhaṃ kho pana m<b>e </b>vīriyaṃ ahosi asallīnaṃ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho, samāhitaṃ cittaṃ ek'aggaṃ.										51n	!*	ahaṃ pron	15	5	6990	[sound:me.mp3]	√√	me 2	by me			1752	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=me 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50818	samāhita 1	ssp	9	pp		samādahati					composed; centred; settled; collected; concentrated			√dhā 1 a (to place, support)		saṃ + ā + √dhā > (da)h + ita	ṃ > m<br/>dhā > h	kita	ita			samāhita	√dhā		(SNa) <b>samāhito</b>'ti upacārena vā appanāya vā samāhito.<br/>(ANa) <b>samāhitassā</b>'ti ekaggacittassa.<br/>(THa) <b>samāhitan</b>'ti aṭṭhavidhena samādhinā maggaphalasamādhinā ca samāhitaṃ.				MN 39	mahāassapurasuttaṃ	so evaṃ <b>samāhite </b>citte parisuddhe pariyodāte anaṅgaṇe vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbenivās'ānussatiñāṇāya cittaṃ abhininnāmeti.	Anupubba-sikkhā	The Gradual Training	Teachings	SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	khayaṃ virāgaṃ amataṃ paṇītaṃ, <br/>yad'ajjhagā sakyamunī <b>samāhito</b>. <br/>na tena dhammena sam'atthi kiñci	Ratana-sutta		Protective Recitations	ITI 111	sampannasīlasuttaṃ	āraddhaṃ hoti vīriyaṃ asallīnaṃ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho,<b> samāhitaṃ</b> cittaṃ ek'aggaṃ.										52n	samāhit	a pp	15	11	277	[sound:samāhita.mp3]	√√	samāhita 1	composed; centred; settled; collected; concentrated			2546	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=samāhita 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
10484	asmi	psp	9	pr	1st sg	atthi			intrans	+nom	I am			√as 1 a (to be)		√as + mi						asmi	√as																		DN 31.11	siṅgālasuttaṃ	ādīnavā ālasy'ānuyoge. atisītan'ti kammaṃ na karoti, atiuṇhan'ti kammaṃ na karoti, atisāyan'ti kammaṃ na karoti, atipāto'ti kammaṃ na karoti, atichāto-<b>asmī</b>'ti kammaṃ na karoti				SN 22.59	anattalakkhaṇasuttaṃ	yaṃ pan'āniccaṃ dukkhaṃ vipariṇāmadhammaṃ, kallaṃ nu taṃ samanupassituṃ, etaṃ mama, eso'ham'<b>asmi</b>, eso me attā'ti? no h'etaṃ, bhante.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	38n	!*	atthi pr	15			[sound:asmi.mp3]	√√	asmi	I am	moved		547	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=asmi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
11622	aṭṭhaṅgika	ss	9	adj	comp						with eight parts; eight-limbed					aṭṭha + aṅga + ika<br/>aṭṭhaṅga + ika		taddhita	ika	kammadhāraya	aṭṭha + aṅgika	aṣṭāṅga																			DN 22.18	mahāsatipaṭṭhānasuttaṃ	ayam'eva ariyo <b>aṭṭh'aṅgiko</b> maggo seyyath'īdaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	DN 16.21	mahāparinibbānasuttaṃ	seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro iddhipādā pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo <b>aṭṭh'aṅgiko</b> maggo.	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings	21n	aṭṭhaṅgik	a adj	15			[sound:aṭṭhaṅgika.mp3]	√√	aṭṭhaṅgika	with 8 parts; 8 limbed; eight-fold; having eight constituents	moved		617	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aṭṭhaṅgika&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
57220	sukhakāma	pp	9	adj	comp						wishing for ease; fond of comfort					sukha + kāma				dutiyā tappurisa	sukh<b>aṃ</b> + kāma	sukha + kāma							DHP 131	daṇḍavaggo	<b>sukhakāmāni</b> bhūtāni, yo daṇḍena vihiṃsati,<br/>attano sukham'esāno, pecca so na labhate sukhaṃ.										SN 12.63	puttamaṃsūpamasuttaṃ	atha puriso āgaccheyya jīvitu'kāmo amaritu'kāmo <b>sukhakāmo</b> dukkhappaṭikūlo.											sukhakām	a adj	15			[sound:sukhakāma.mp3]	√√	sukhakāma	wishing for happiness; fond of ease			2857	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sukhakāma&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26113	jīvitukāma	pp	9	adj	comp						wishing to live; wanting to stay alive					jīvituṃ + kāma				tuṃpaccaya tappurisa	jīvi<b>tuṃ</b> + kāma	jīvitum + kāma							DHP 123	pāpavaggo	vāṇijo'va bhayaṃ maggaṃ, appasattho mahaddhano,<br/>visaṃ <b>jīvitu'kāmo</b>'va, pāpāni parivajjaye.										SN 12.63	puttamaṃsūpamasuttaṃ	atha puriso āgaccheyya <b>jīvitu'kāmo</b> amaritu'kāmo sukhakāmo dukkhappaṭikūlo.											jīvitukām	a adj	15		14	[sound:jīvitukāma.mp3]	√√	jīvitukāma	wishing to live			1394	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jīvitukāma&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69526	yaṃnūna	pp	9	sandhi	pron + ind						what if; lets; lit. whatever indeed					yaṃ + nūna						yad + nūnam							SN 12.63	puttamaṃsūpamasuttaṃ	<b>yaṃnūna</b> mayaṃ imaṃ ekaputtakaṃ piyaṃ manāpaṃ vadhitvā vallūrañ'ca soṇḍikañ'ca karitvā										MN 13	mahā dukkhakkhandhasuttaṃ	atha kho tesaṃ bhikkhūnaṃ etad'ahosi, atippago kho tāva sāvatthiyaṃ piṇḍāya carituṃ, <b>yaṃ nūna</b> mayaṃ yena aññatitthiyānaṃ paribbājakānaṃ ārāmo ten'upasaṅkameyyāmā'ti											!	ya nūna	15			[sound:yaṃnūna.mp3]	√√	yaṃnūna	what if; lets; lit. whatever indeed			3443	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yaṃnūna&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
11114	atippago	p	9	ind	adv					+inf	too early (to)					ati + pago						atiprage																			MN 13	mahā dukkhakkhandhasuttaṃ	atha kho tesaṃ bhikkhūnaṃ etad'ahosi, <b>atippago </b>kho tāva sāvatthiyaṃ piṇḍāya carituṃ, yaṃ nūna mayaṃ yena aññatitthiyānaṃ paribbājakānaṃ ārāmo ten'upasaṅkameyyāmā'ti											-		15		22	[sound:atippago.mp3]	√√	atippago	too early (to); very early			585	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=atippago&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
16029	caritvā 1.1	pp	9	abs		carati			trans	+acc	having walked; having wandered			√car 1 a (to move, walk)		√car + itvā						caritvā	√car						SNP 37	nālakasuttaṃ<br/>mahāvaggo 11	sa piṇḍacāraṃ <b>caritvā</b>, van'antam'abhihāraye, <br/>upaṭṭhito rukkhamūlasmiṃ, āsan'ūpagato muni.										MN 13	mahādukkhakkhandhasuttaṃ	atha kho te bhikkhū sāvatthiyaṃ piṇḍāya <b>caritvā </b>pacchābhattaṃ piṇḍapātapaṭikkantā yena bhagavā ten'upasaṅkamiṃsu											-		15	8	212	[sound:caritvā.mp3]	√√	caritvā 1	having walked; having wandered			873	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=caritvā 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
46810	piṇḍāya	ppp	9	masc	dat sg	piṇḍa					for alms; to collect alms food			√piṇḍ 8 *e (to collect)		√piṇḍ + a + āya<br/>piṇḍa + āya						piṇḍāya	√piṇḍ						SN 20.9	nāgasuttaṃ	evam'eva kho, bhikkhave, idha therā bhikkhū pubb'aṇhasamayaṃ nivāsetvā pattacīvaramādāya gāmaṃ vā nigamaṃ vā <b>piṇḍāya</b> pavisanti.				MN 62	mahārāhulovādasuttaṃ	atha kho āyasmā rāhulo, ko n'ajja bhagavatā sammukhā ovādena ovadito gāmaṃ <b>piṇḍāya</b> pavisissatī'ti tato paṭinivattitvā aññatarasmiṃ rukkhamūle nisīdi				MN 13	mahādukkhakkhandhasuttaṃ	atha kho te bhikkhū sāvatthiyaṃ <b>piṇḍāya</b> caritvā pacchābhattaṃ piṇḍapātapaṭikkantā yena bhagavā ten'upasaṅkamiṃsu											!piṇḍ	a masc	15	9	404	[sound:piṇḍāya.mp3]	√√	piṇḍāya	for alms; to collect alms food		22	2344	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=piṇḍāya&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
55346	sāvatthī	psp	9	fem		sava					name of a city; capital of Kosala			√su 1 a (to flow)		√su > sāv + a + ttha + *ī<br/>sāvattha + ī	u > āv	taddhita	ī			śrāvastī	√sru						AN 9.11	sīhanādasuttaṃ	vuttho me, bhante, <b>sāvatthiyaṃ</b> vass'āvāso. icchām'ahaṃ, bhante, janapadacārikaṃ pakkamitun'ti.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā <b>sāvatthiyaṃ</b> viharati jetavane anāthapiṇḍikassa ārāme.	Maṅgala-sutta	The Highest Blessings	Protective Recitations	MN 13	mahādukkhakkhandhasuttaṃ	atha kho te bhikkhū <b>sāvatthiyaṃ</b> piṇḍāya caritvā pacchābhattaṃ piṇḍapātapaṭikkantā yena bhagavā ten'upasaṅkamiṃsu										51n	sāvatth	ī fem	15	8	1089	[sound:sāvatthī.mp3]	√√	sāvatthī	Sāvatthī; capital of Kosala; lit. flowing place			2758	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sāvatthī&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59613	tesaṃ 1	ppp	9	pron	masc & nt dat pl	ta					for them; to them; to those					ta + esānaṃ > esaṃ						tebhyaḥ							DN 14.14	mahāpadānasuttaṃ	evam'eva <b>tesaṃ</b> caturāsītipāṇasahassānaṃ tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ udapādi				DN 23.5	pāyāsisuttaṃ	yāv'āhaṃ <b>tesaṃ</b> uddisitvā āgacchāmī'ti, udāhu vippalapan'tass'eva coraghātā sīsaṃ chindeyyun'ti?				MN 13	mahādukkhakkhandhasuttaṃ	atha kho <b>tesaṃ </b>bhikkhūnaṃ etad'ahosi, atippago kho tāva sāvatthiyaṃ piṇḍāya carituṃ, yaṃ nūna mayaṃ yena aññatitthiyānaṃ paribbājakānaṃ ārāmo ten'upasaṅkameyyāmā'ti											!*	ta pron	15			[sound:tesaṃ.mp3]	√√	tesaṃ 1	for them; to them; to those			2994	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tesaṃ 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26002	jīrati	ps	9	pr					intrans		ages; grows old; gets worn out; declines			√jīr 1 a (to grow old, decay)	√jīr + a > jīra	jīra + ti	a > ī (Kacc 505, 482)						√jṝ		(SNa) <b>jīrantī</b>'ti jaraṃ pāpuṇanti.				DHPa 1.1.1	cakkhupālattheravatthu	sabbam'p'idaṃ hāyatu ca <b>jīratu</b> ca bhijjatu ca dehanissitaṃ										DHP 152	jarāvaggo	appassut'āyaṃ puriso, balibaddho'va<b> jīrati,</b> <br/>maṃsāni tassa vaḍḍhanti, paññā tassa na vaḍḍhati.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	jīr	ati pr	15			[sound:jīrati.mp3]	√√	jīrati	ages; grows old; gets worn out; declines			1387	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jīrati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
64396	vaḍḍhati	ps	9	pr					intrans	+instr	increases (in); grows (in); develops (in); lit. increases			√vaḍḍh 1 a (to grow, increase)	√vaḍḍh + a > vaḍḍha	vaḍḍha + ti						vardhate	√vṛdh						DHP 109	sahassavaggo	abhivādanasīlissa, niccaṃ vuḍḍh'āpacāyino, <br/>cattāro dhammā <b>vaḍḍhanti</b>, āyu vaṇṇo sukhaṃ balaṃ.										DHP 152	jarāvaggo	appassut'āyaṃ puriso, balibaddho'va jīrati, <br/>maṃsāni tassa<b> vaḍḍhanti</b>, paññā tassa na<b> vaḍḍhati.</b>	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	vaḍḍh	ati pr	15	3	204	[sound:vaḍḍhati.mp3]	√√	vaḍḍhati	grows; increases; multiplies			3205	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vaḍḍhati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
32823	maṃsa 1	ss	9	nt							meat; flesh											māṃsa													DN 22.5	mahāsatipaṭṭhānasuttaṃ	atthi imasmiṃ kāye kesā lomā nakhā dantā taco <b>maṃsaṃ</b> nhāru aṭṭhi aṭṭhimiñjaṃ vakkaṃ hadayaṃ yakanaṃ kilomakaṃ pihakaṃ papphāsaṃ	Dvattiṃs’ākāra-paccavekkhaṇa	The Thirty-Two Parts	Reflections	DHP 152	jarāvaggo	appassut'āyaṃ puriso, balibaddho'va jīrati, <br/><b>maṃsāni</b> tassa vaḍḍhanti, paññā tassa na vaḍḍhati.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							35n	maṃs	a nt	15	9	142	[sound:maṃsa.mp3]	√√	maṃsa 1	meat; flesh			1687	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=maṃsa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
29591	kiṃ nu kho	ppp	9	idiom	pron + ind, interr						why on earth!?; how indeed!?; which!?; which is it then!?																		MN 20	vitakkasaṇṭhānasuttaṃ	<b>kiṃ nu kho</b> ahaṃ ṭhito? yaṃ'nūn'āhaṃ nisīdeyyan'ti. so nisīdeyya. <b>kiṃ nu kho</b> ahaṃ nisinno? yaṃ'nūn'āhaṃ nipajjeyyan'ti. so nipajjeyya.				MN 2.2	sabbāsavasuttaṃ	eta'r'ahi vā paccuppannam'addhānaṃ ajjhattaṃ kathaṃkathī hoti, ahaṃ nu kho'smi?<b> </b>no<b> </b>nu<b> </b>kho'smi? <b>kiṃ</b> <b>nu</b> <b>kho</b>'smi? kathaṃ nu kho'smi? ayaṃ nu kho satto kuto āgato? so kuhiṃ gāmī bhavissatī'ti?				MN 38	mahātaṇhāsaṅkhayasuttaṃ	api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā pubb'antaṃ vā paṭidhāveyyātha, ahesumha nu kho mayaṃ atītam'addhānaṃ, nanu kho ahesumha atītam'addhānaṃ, <b>kiṃ nu kho</b> ahesumha atītam'addhānaṃ											!	kiṃ nu kho	15			[sound:kiṃ nu kho.mp3]	√√	kiṃ nu kho	why on earth!?; how indeed!?; which!?; which is it then!?			1548	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kiṃ nu kho&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35542	nanu	ppp	9	ind	interr	nu	neg				surely?; but wouldn’t?; is it true?; wasn’t?					na + nu						nanu		nūna		expressing an objection			VIN 1.2.1	sukkavissaṭṭhi sikkhāpada	<b>nanu</b> mayā, moghapurisa, anekapariyāyena virāgāya dhammo desito no sarāgāya, visaññogāya dhammo desito no saññogāya, anupādānāya dhammo desito no saupādānāya!				DN 16.32	mahāparinibbānasuttaṃ	alaṃ, ānanda, mā soci mā paridevi, <b>nanu</b> etaṃ, ānanda, mayā paṭikacc'eva akkhātaṃ – sabbeh'eva piyehi manāpehi nānābhāvo vinābhāvo aññathābhāvo				MN 38	mahātaṇhāsaṅkhayasuttaṃ	api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā pubb'antaṃ vā paṭidhāveyyātha, ahesumha nu kho mayaṃ atītam'addhānaṃ, <b>nanu</b> kho ahesumha atītam'addhānaṃ, kiṃ nu kho ahesumha atītam'addhānaṃ											-		15			[sound:nanu.mp3]	√√	nanu	haven't?; wouldn't it?; is it not?			1832	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nanu&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
11207	atītamaddhānaṃ	pp	9	ind	adv, comp	atītamaddha					in the past; previously; lit. past time					atīta + aṃ + addha + ānaṃ<br/>atītamaddhā + ānaṃ						atīta + adhvāna							MN 2.2	sabbāsavasuttaṃ	ahosiṃ nu kho ahaṃ <b>atītam'addhānaṃ</b>? na nu kho ahosiṃ <b>atītam'addhānaṃ</b>? kiṃ nu kho ahosiṃ <b>atītam'addhānaṃ</b>?										MN 38	mahātaṇhāsaṅkhayasuttaṃ	api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā pubb'antaṃ vā paṭidhāveyyātha, ahesumha nu kho mayaṃ <b>atītam'addhānaṃ</b>, nanu kho ahesumha atītam'addhānaṃ, kiṃ nu kho ahesumha atītam'addhānaṃ											-		15			[sound:atītamaddhānaṃ.mp3]	√√	atītamaddhānaṃ	in the past; previously			587	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=atītamaddhānaṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
38390	nu kho	ssp	9	idiom	ind, interr						does?; is?; would?											nu + khalu				turns any statement into a question			MN 107	gaṇakamoggallānasuttaṃ	sakkā <b>nu kho</b>, bho gotama, imasmim'pi dhammavinaye evam'eva anupubbasikkhā anupubbakiriyā anupubbapaṭipadā paññapetun'ti	Anupubba-sikkhā	The Gradual Training	Teachings	AN 10.48	pabbajitābhiṇhasuttaṃ	kacci <b>nu kho</b> me attā sīlato na upavadatī'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections	MN 38	mahātaṇhāsaṅkhayasuttaṃ	api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā pubb'antaṃ vā paṭidhāveyyātha, ahesumha <b>nu kho</b> mayaṃ atītam'addhānaṃ, nanu kho ahesumha atītam'addhānaṃ, kiṃ <b>nu kho</b> ahesumha atītam'addhānaṃ										34n	!	nu kho	15			[sound:nu kho.mp3]	√√	nu kho	does?; is?; would?			1941	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nu kho&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
54742	sāsana 1	pss	9	nt		sāsati					message; letter; lit. teaching			√sās 1 a (to order, instruct)		√sās + ana		kita	ana			śāsana	√śās						MN 21	kakacūpamasuttaṃ	ubhatodaṇḍakena ce'pi kakacena corā ocarakā aṅgam'aṅgāni okanteyyuṃ, tatrā'pi yo mano padūseyya, na me so tena <b>sāsana</b>karo.										DHP 185	buddhavaggo	anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ'ca sayan'āsanaṃ, <br/>adhicitte ca āyogo, etaṃ buddhāna<b> sāsanaṃ.</b>	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	ye suppayuttā manasā daḷhena, nikkāmino gotama<b>sāsanamhi</b>. <br/>te pattipattā amataṃ vigayha, laddhā mudhā nibbutiṃ bhuñjamānā.	Ratana-sutta		Protective Recitations	52n	sāsan	a nt	15	9	197	[sound:sāsana.mp3]	√	sāsana 1	teaching; instruction; message			2725	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sāsana 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15327	buddhāna	pss	9	masc	gen pl	buddha					of Buddhas; of Awakened Ones			√budh 3 ya (to know, wake up)		√budh + ta + ānaṃ > āna<br/>buddhānaṃ > āna	dht > ddh					buddhāṇaṃ	√budh																		DHP 185	buddhavaggo	anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ'ca sayan'āsanaṃ, <br/>adhicitte ca āyogo, etaṃ <b>buddhāna</b> sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ, kusalassa upasampadā. <br/>sacittapariyodapanaṃ, etaṃ <b>buddhāna</b> sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	09n	!	buddha	15			[sound:buddhāna.mp3]		buddhāna	of the Buddhas; of Awakened Ones				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=buddhāna&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
