Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
ye 1	ss	6	pron	masc & nt nom pl	ya					whoever; whatever; whichever; those who																	DN 16.21	mahāparinibbānasuttaṃ	bhikkhave, <b>ye</b> te mayā dhammā abhiññā desitā, te vo sādhukaṃ uggahetvā āsevitabbā bhāvetabbā bahulīkātabbā	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings	SNP 8	mettasuttaṃ<br/>uragavaggo	<b>ye</b> keci pāṇabhūt’atthi, tasā vā thāvarā vā anavasesā, <br/>dīghā vā ye mahantā vā, majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	19n	y	a pron	83			[sound:ye.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ye 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ye keci	ps	6	idiom	pron + pron						whatever; any whatsoever; everything; all; all those					ye + ke + ci	ye + ke + cid					MN 61	ambalaṭṭhika rāhulovādasuttaṃ	<b>ye</b> hi <b>keci</b>, rāhula, atītam'addhānaṃ samaṇā vā brāhmaṇā vā kāyakammaṃ parisodhesuṃ, … sabbe te evam'evaṃ paccavekkhitvā paccavekkhitvā kāyakammaṃ parisodhesuṃ										SNP 8	mettasuttaṃ<br/>uragavaggo	<b>ye</b> <b>keci</b> pāṇabhūt’atthi, tasā vā thāvarā vā anavasesā, <br/>dīghā vā ye mahantā vā, majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	19n	!	ya kaci	83			[sound:ye keci.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ye keci&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
yasmiṃ samaye	pp	6	idiom	pron + masc, loc abs						whenever; at whichever time						yasmin + samaye											MN 74	dīghanakhasuttaṃ	<b>yasmiṃ samaye</b> sukhaṃ vedanaṃ vedeti, n’eva tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, na adukkham’asukhaṃ vedanaṃ vedeti; sukhaṃ’y’eva tasmiṃ samaye vedanaṃ vedeti.				AN 2.40	samacittavaggo	<b>yasmiṃ</b>, bhikkhave, <b>samaye</b> corā balavanto honti, rājāno tasmiṃ samaye dubbalā honti.					!	yasmiṃ samaye	83			[sound:yasmiṃ samaye.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yasmiṃ samaye&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
taṃ kiṃ maññasi	ppp	6	idiom	pron + pron + pr, interr						what do you think?											SN 35.95	mālukyaputtasuttaṃ	<b>taṃ kiṃ maññasi</b> ye te cakkhuviññeyyā rūpā adiṭṭhā adiṭṭhapubbā, na ca passasi, na ca te hoti passeyyan’ti? atthi te tattha chando vā rāgo vā pemaṃ vā”ti?				MN 36	mahāsaccakasuttaṃ	<b> taṃ kiṃ maññasi</b>, api nu so puriso  allaṃ kaṭṭhaṃ sasnehaṃ, udake nikkhittaṃ, uttar’āraṇiṃ ādāya abhimanthento aggiṃ abhinibbatteyya, tejo pātukareyyā”ti?				MN 147	cūḷarāhulovādasuttaṃ	<b>taṃ kiṃ maññasi</b>, rāhula, cakkhu niccaṃ vā aniccaṃ vā”ti? “aniccaṃ, bhante”.					!	taṃ kiṃ maññasi	83			[sound:taṃ kiṃ maññasi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=taṃ kiṃ maññasi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
seyyathāpi	psp	6	sandhi	pron + adv + ind						just like; as if; imagine if					ta > se + yathā + api	tam + yathā + api					AN 4.73	sappurisasuttaṃ	’<b>seyyathā’pi</b> vadhukā yaññad'eva rattiṃ vā divaṃ vā ānītā hoti, tāva’d’ev’assā tibbaṃ hir’ottappaṃ paccupaṭṭhitaṃ hoti				MN 51	kandarakasuttaṃ	<b>seyyathā’pi</b> nāma pakkhī sakuṇo yena yen'eva ḍeti, sapattabhārova ḍeti	Anupubba-sikkhā	The Gradual Training	Teachings	MN 152	indriyabhāvanāsuttaṃ	<b>seyyathā'pi</b>, ānanda, balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya, pasāritaṃ vā bāhaṃ samiñjeyya.				18n	!	seyyathā api	83			[sound:seyyathāpi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=seyyathāpi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sabbābhibhū	pp	6	adj	comp						all conquering; victorious over everything					sabba + abhibhū	sarva + abhibhū					DHP 353	taṇhāvaggo	<b>sabb'ābhibhū</b> sabbavidū'ham'asmi, sabbesu dhammesu anūpalitto,<br/>sabbañ'jaho taṇhakkhaye vimutto, sayaṃ abhiññāya kam'uddiseyyaṃ.										SN 21.10	theranāmakasuttaṃ	<b>sabb'ābhibhuṃ</b> sabbaviduṃ sumedhaṃ,<br/>sabbesu dhammesu anūpalittaṃ,<br/>sabbañ'jahaṃ taṇhākkhaye vimuttaṃ,<br/>tam'ahaṃ naraṃ ekavihārī'ti brūmī'ti.					sabbābhibh	ū adj	83			[sound:sabbābhibhū.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sabbābhibhū&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nidhi	p	6	masc		nidahati					treasure; trove; hoard; lit. put down			√dhā 1 a (to place, support)		ni + √dhā + i	nidhi	√dhā																DHP 076	paṇḍitavaggo	<b>nidhīnaṃ</b>’va pavattāraṃ, yaṃ passe vajjadassinaṃ, <br/>niggayhavādiṃ medhāviṃ, tādisaṃ paṇḍitaṃ bhaje, <br/>tādisaṃ bhajamānassa, seyyo hoti na pāpiyo.					nidh	i masc	83		19	[sound:nidhi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nidhi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mātāpitar	ps	6	masc	comp						mother and father; parents					mātā + pitar	mātāpitṛ					AN 2.33	samacittavaggo	yo ca kho <b>mātāpitaro</b> assaddhe saddhā-sampadāya samādapeti niveseti patiṭṭhāpeti .. ettāvatā kho mātāpitūnaṃ katañ’ca hoti paṭikatañ’ca										SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	<b>mātāpitu</b> upaṭṭhānaṃ, puttadārassa saṅgaho.<br/>anākulā ca kammantā, etaṃ maṅgalam’uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	51n	mātāpit	ar2 masc	83	6	243	[sound:mātāpitar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mātāpitar&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mātari	pp	6	fem	loc sg	mātar					in mother; towards mother					mātu + ari	mātari											DHP 284	maggavaggo	yāva hi vanatho na chijjati, aṇumatto'pi narassa nārisu,<br/>paṭibaddhamano'va tāva so, vaccho khīrapako'va <b>mātari</b>.				SN 7.15	mānatthaddhasuttaṃ	<b>mātari</b> pitari c’āpi, atho jeṭṭhamhi bhātari. ācariye catutthamhi, tesu na mānaṃ kayirātha.					māt	ar fem	83			[sound:mātari.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mātari&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ehi tvaṃ	s	6	idiom	imp + pron						come you! come!																							MN 107	gaṇakamoggallānasuttaṃ	<b>ehi tvaṃ</b>, bhikkhu, sīlavā hohi, pātimokkhasaṃvarasaṃvuto viharāhi ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī, samādāya sikkhassu sikkhāpadesū’ti	Anupubba-sikkhā	The Gradual Training	Teachings	18n	!	ehi tvaṃ	83			[sound:ehi tvaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ehi tvaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ajja	ps	6	ind	adv						today; now					ima + jju + a<br/>ajju + a	adya					TH 263	mahāmoggallānattheragāthā	so’haṃ <b>ajja</b> kathaṃ vajjaṃ, ahaṃ nicco’mhi sassato.										MN 131	bhaddekarattasuttaṃ	<b>ajj</b>’eva kiccam’ātappaṃ, ko jaññā maraṇaṃ suve. na hi no saṅgaran’tena, mahā-senena maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	16n	-		83	6	226	[sound:ajja.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ajja&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
cīvare vikappaṃ āpajjati	p	6	idiom	nt + masc + pr						causes an alteration to the robe; suggests an improvement of the robe						cīvare + vikalpam + āpadyate			(VIN 1.4.8) cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā appitaṃ vā saṇhaṃ vā.														VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, pubbe appavārito, upasaṅkamitvā<b> cīvare vikappaṃ āpajjeyya</b>					!	cīvara vikappa āpajjati	83			[sound:cīvare vikappaṃ āpajjati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cīvare vikappaṃ āpajjati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āpajjati 5	p	6	pr					trans	+acc	causes; effects			√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti	āpadyate	√pad		(VIN 1.4.8) cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā appitaṃ vā saṇhaṃ vā.														VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, pubbe appavārito, upasaṅkamitvā cīvare vikappaṃ<b> āpajjeyya</b>					āpajj	ati pr	83	4	575	[sound:āpajjati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āpajjati 5&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
vikappa 1	p	6	masc		vikappeti				+loc	alteration (to); improvement (to); alternative; lit. more suitable			√kapp 1 a (to be fit, be suitable)		vi + √kapp + a	vikalpa	√kḷp		(VIN 1.4.8) cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā appitaṃ vā saṇhaṃ vā.														VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, pubbe appavārito, upasaṅkamitvā cīvare <b>vikappaṃ</b> āpajjeyya					vikapp	a masc	83		30	[sound:vikappa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vikappa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
appavārita	p	6	adj	pp	na pavāreti	neg				uninvited; not asked; unoffered			√var 8 *e (to wish, choose)	√var + *e > vāre	na + pa + vāre + ita	na + pravārita	√vṛ		(VIN 1.4.8) pubbe appavārito'ti pubbe avutto hoti, kīdisena te, bhante, cīvarena attho, kīdisaṃ te cīvaraṃ cetāpemī'ti?														VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, pubbe <b>appavārito</b>, upasaṅkamitvā cīvare vikappaṃ āpajjeyya					appavārit	a adj	83			[sound:appavārita.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=appavārita&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pubbe	psp	6	ind	adv	pubba				+abl	previously; formerly; in the past					pubba + e	pūrvam					DHP 172	lokavaggo	yo ca <b>pubbe</b> pamajjitvā,<br/>pacchā so nappamajjati,<br/>so'maṃ lokaṃ pabhāseti,<br/>abbhā mutto'va candimā.				SNP 66	jatukaṇṇimāṇavapucchā<br/>pārāyanavaggo 11	yaṃ <b>pubbe</b> taṃ visosehi, pacchā te m’āhu kiñcanaṃ, <br/>majjhe ce no gahessasi, upasanto carissasi.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, <b>pubbe</b> appavārito, upasaṅkamitvā cīvare vikappaṃ āpajjeyya				15n	-		83	6	573	[sound:pubbe.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pubbe&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ce 1	psp	6	ind							if						ced					MN 18	madhupiṇḍikasuttaṃ	ettha <b>ce</b> n’atthi abhinanditabbaṃ abhivaditabbaṃ ajjhositabbaṃ. es’ev’anto rāg’ānusayānaṃ				SN 2.8	tāyanasuttaṃ	kayirā <b>ce</b>, kayirāth’enaṃ, daḷham’enaṃ parakkame. <br/>sithilo hi paribbājo, bhiyyo ākirate rajaṃ.	Tāyana-gāthā	On Protection	Verses	VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra <b>ce</b> so bhikkhu, pubbe appavārito, upasaṅkamitvā cīvare vikappaṃ āpajjeyya				14n	-		83	13	1901	[sound:ce.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ce 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
natthi 1	pss	7	pr		na atthi	neg		intrans	+nom	is not; it is not; there is not; there is no			√as 1 a (to be)		na + √as + ti	nāsti	√as				MN 18	madhupiṇḍikasuttaṃ	ettha ce <b>n’atthi</b> abhinanditabbaṃ abhivaditabbaṃ ajjhositabbaṃ. es’ev’anto rāg’ānusayānaṃ				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	khīṇaṃ purāṇaṃ navaṃ <b>n’atthi</b> sambhavaṃ, viratta-citt’āyatike bhavasmiṃ.  <br/>te khīṇa-bījā avirūḷhi-chandā,  nibbanti dhīrā yath'āyaṃ padīpo.	Ratana-sutta		Protective Recitations	DN 16.36	mahāparinibbānasuttaṃ	“siyā kho pan'ānanda, tumhākaṃ evam'assa — ‘atītasatthukaṃ pāvacanaṃ, <b>n'atthi </b>no satthā’ti.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	52n	*	natthi pr	83	5	1803	[sound:natthi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=natthi 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
assa 3	pss	7	opt		atthi			intrans	+nom	may be; would be; could be			√as 1 a (to be)		√as + a	syāt	√as				THI 63	kisāgotamītherīgāthā	kalyāṇamittatā muninā, lokaṃ ādissa vaṇṇitā.<br/>kalyāṇamitte bhajamāno, api bālo paṇḍito <b>assa</b>. 				DN 16.21	mahāparinibbānasuttaṃ	yatha'y'idaṃ brahmacariyaṃ addhaniyaṃ <b>assa</b> ciraṭṭhitikaṃ, tad'<b>assa</b> bahujanahitāya bahujanasukhāya lok’ānukampāya atthāya hitāya sukhāya devamanussānaṃ	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings	DN 16.36	mahāparinibbānasuttaṃ	“siyā kho pan'ānanda, tumhākaṃ evam'<b>assa</b> — ‘atītasatthukaṃ pāvacanaṃ, n'atthi no satthā’ti.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	19n	a	ssa opt	83	7	3181	[sound:assa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=assa 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
evamassa 1	pps	7	sandhi	adv + opt						would (think) thus; this would occur to					evaṃ + assa	evam + syāt					MN 22	alagaddūpamasuttaṃ	tassa <b>evam’assa</b> — ‘ayaṃ kho mahāudak’aṇṇavo, orimaṃ tīraṃ sāsaṅkaṃ sappaṭibhayaṃ, pārimaṃ tīraṃ khemaṃ appaṭibhayaṃ; n’atthi ca nāvā santāraṇī uttarasetu vā apārā pāraṃ gamanāya.				MN 22	alagaddūpamasuttaṃ	tassa purisassa uttiṇṇassa pāraṅ’gatassa <b>evam’assa</b> – bahukāro kho me ayaṃ kullo, im’āhaṃ kullaṃ nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ uttiṇṇo.				DN 16.36	mahāparinibbānasuttaṃ	“siyā kho pan'ānanda, tumhākaṃ <b>evam'assa</b> — ‘atītasatthukaṃ pāvacanaṃ, n'atthi no satthā’ti.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	29n	!	evaṃ ima	83			[sound:evamassa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=evamassa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tumhākaṃ 2	ps	7	pron	2nd dat pl	tvaṃ					to you; for you all					tumha + ākaṃ						SN 22.33	natumhākaṃsuttaṃ	api nu <b>tumhākaṃ</b> evam’assa — ‘amhe jano harati vā ḍahati vā yathāpaccayaṃ vā karotī’ti? “no hetaṃ, bhante”. “taṃ kissa hetu”? “na hi no etaṃ, bhante, attā vā attaniyaṃ vā”ti.										DN 16.36	mahāparinibbānasuttaṃ	“siyā kho pan'ānanda, <b>tumhākaṃ</b> evam'assa — ‘atītasatthukaṃ pāvacanaṃ, n'atthi no satthā’ti.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	29n	!*	tvaṃ pron	83	5	180	[sound:tumhākaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tumhākaṃ 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kho pana	ps	7	idiom	ind + ind						and now; but; and next (indeed)											SN 22.79	khajjanīyasuttaṃ	ahañ’c’eva <b>kho pana</b> anāgataṃ rūpaṃ abhinandeyyaṃ, anāgatam’p’āhaṃ addhānaṃ evaṃ rūpena khajjeyyaṃ.										DN 16.36	mahāparinibbānasuttaṃ	“siyā <b>kho pana-</b>ananda, tumhākaṃ evam'assa — ‘atītasatthukaṃ pāvacanaṃ, n'atthi no satthā’ti.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	29n	!	kho pana	83			[sound:kho pana.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kho pana&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
chaḍḍita	pp	7	pp		chaḍḍeti					abandoned; rejected; leaved; thrown out			√chadd 8 *e (to vomit, reject)		√chadd + ita	tyajita	√chard										SN 22.95	pheṇapiṇḍūpamasuttaṃ	imañ’ca kāyaṃ ārabbha, bhūripaññena desitaṃ, <br/>pahānaṃ tiṇṇaṃ dhammānaṃ, rūpaṃ passetha <b>chaḍḍitaṃ</b>.				MN 10.8	mahāsatipaṭṭhānasuttaṃ	“puna caparaṃ bhikkhu seyyathā’pi passeyya sarīraṃ sivathikāya <b>chaḍḍitaṃ</b> ek’āhamataṃ vā dvī’hamataṃ vā tī’hamataṃ vā uddhumātakaṃ vinīlakaṃ vipubbaka-jātaṃ.					chaḍḍit	a pp	83			[sound:chaḍḍita.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=chaḍḍita&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sivathikā	p	7	fem							a charnel ground; lit. bones in safe						śivālaya		sīvathikā		(PED) perhaps = *Sk. śivālaya; Kern derives it as śīvan “lying” + atthi “bone													MN 10.8	mahāsatipaṭṭhānasuttaṃ	“puna caparaṃ bhikkhu seyyathā’pi passeyya sarīraṃ <b>sivathikāya</b> chaḍḍitaṃ ek’āhamataṃ vā dvī’hamataṃ vā tī’hamataṃ vā uddhumātakaṃ vinīlakaṃ vipubbaka-jātaṃ.					sivathik	ā fem	83		34	[sound:sivathikā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sivathikā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
passeyya 2	ppp	7	opt		passati			trans	+acc	could see; would see			√dis 1 a (to see)	√dis + a > passa (irreg)	passa + eyya	dṛśeyam	√dṛś				MN 22	alagaddūpamasuttaṃ	seyyathā’pi, bhikkhave, puriso addhānamaggappaṭipanno. so <b>passeyya</b> mahantaṃ udaka-aṇṇavaṃ, orimaṃ tīraṃ sāsaṅkaṃ sappaṭibhayaṃ, pārimaṃ tīraṃ khemaṃ appaṭibhayaṃ.				MIL 2.3.12	viññāṇalakkhaṇa pañho	yathā, mahārāja, nagara-guttiko majjhe nagara-siṅghāṭake nisinno <b>passeyya</b> puratthima-disato purisaṃ āgacchantaṃ,				MN 10.8	mahāsatipaṭṭhānasuttaṃ	“puna caparaṃ bhikkhu seyyathā’pi <b>passeyya</b> sarīraṃ sivathikāya chaḍḍitaṃ ek’āhamataṃ vā dvī’hamataṃ vā tī’hamataṃ vā uddhumātakaṃ vinīlakaṃ vipubbaka-jātaṃ.					pass	eyya opt	83	7	200	[sound:passeyya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=passeyya 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tumhe 1	pps	7	pron	2nd nom pl	tvaṃ					you all; you (respectful plural)					tumha + e	yūyam					MN 3	dhammadāyādasuttaṃ	<b>tumhe</b>’pi tena ādissā bhaveyyātha — ‘āmisadāy'ādā satthusāvakā viharanti, no dhammadāy'ādā’ti				DHP 274	maggavaggo	ese'va maggo natth'añño, dassanassa visuddhiyā,<br/>etañ'hi <b>tumhe</b> paṭipajjatha, mārass'etaṃ pamohanaṃ.				MN 104	sāmagāmasuttaṃ	“ime ce<b> tumhe</b>, ānanda, cha sāraṇīye dhamme samādāya vatteyyātha, passatha no <b>tumhe</b> taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ <b>tumhe</b> n’ādhivāseyyāthā”ti?	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	26n	!*	tvaṃ pron	83	5	746	[sound:tumhe.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tumhe 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
