Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
saḷāyatana	pss	2	nt	comp						six sense fields; six senses bases					cha > sa + [ḷ] + āyatana	ṣaḍāyatana					MN 137	saḷāyatanavibhaṅgasuttaṃ	“<b>saḷ’āyatana</b>-vibhaṅgaṃ vo, bhikkhave, desessāmi. taṃ suṇātha, sādhukaṃ manasi karotha, bhāsissāmī”ti.				SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; <b>saḷ'āyatana-</b>paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	<b>saḷ'āyatana</b>-nirodho, saḷ'āyatana-nirodhā, phassa-nirodho, phassa-nirodhā, vedanā-nirodho, vedanā-nirodhā, taṇhā-nirodho, taṇhā-nirodhā, upādāna-nirodho,	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	saḷāyatan	a nt	13			[sound:saḷāyatana.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saḷāyatana&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
namo	s	2	ind	excl, nom sg	namas				+dat	reverence (to); veneration (to); homage (to); lit. bow			√nam 1 a (to bend)		√nam + o	namas	√nam																Trad		<b>namo</b> tassa bhagavato arahato sammā-sambuddhassa	Pubba-bhāga-nama-kāra-pāṭho		Protective Recitations	00n	-		13			[sound:namo.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=namo&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kāya 1	ssp	2	masc		cināti					body; physical body; physical process; lit. collection			√ci 5 nā (to gather, accumulate)		√ci > kay + *a	kāya	√ci				DN 22.18	mahāsatipaṭṭhānasuttaṃ	idha, bhikkhave, bhikkhu <b>kāye</b> kāy’ānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhā-domanassaṃ	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 35.28	ādittasuttaṃ	<b>kāyo</b> āditto, phoṭṭhabbā ādittā, kāyaviññāṇaṃ ādittaṃ, kāyasamphasso āditto	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	MN 45	cūḷadhammasamādānasuttaṃ	<b>kāyassa</b> bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjanti.				39n	kāy	a masc	13	2	3281	[sound:kāya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāya 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kassapa 1	np	2	masc	patr						name of the 1st previous Buddha; lit. descendant of Kassapa						kāśyapa					SN 1.50	ghaṭīkārasuttaṃ	kumbhakāro pure āsiṃ,<br/>vekaḷiṅge ghaṭīkaro,<br/>mātāpettibharo āsiṃ,<br/><b>kassapassa</b> upāsako.										SN 19.21	pāpasāmaṇerīsuttaṃ	<b>kassapassa</b> vinayasmiṃ pabbajjaṃ.					kassap	a masc	13	2	566	[sound:kassapa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kassapa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
itipi	ps	2	sandhi	ind + ind						(item being named); it is so; thus; and also					iti + api	iti + api					SN 12.61	assutavāsuttaṃ	vuccati cittaṃ <b>iti’pi</b>, mano <b>iti’pi</b>, viññāṇaṃ <b>iti’pi</b>, taṃ rattiyā ca divasassa ca aññadeva uppajjati aññaṃ nirujjhati.										SN 11.3	dhajaggasuttaṃ	<b>iti’pi</b> so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	55n	!	iti api	13			[sound:itipi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=itipi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
avijjā	pss	2	fem			neg				ignorance; illusion; not knowing; not understanding; stupidity			√vid 3 ya (to know, understand)		na + √vid + yā	avidyā	√vid				AN 10.61	avijjāsuttaṃ	“<b>avijjam</b>’p’āhaṃ sāhāraṃ vadāmi, no anāhāraṃ. ko c’āhāro <b>avijjāya</b>? ‘pañca nīvaraṇā’ti’ssa vacanīyaṃ.				SN 12.2	vibhaṅgasuttaṃ	<b>avijjā</b>-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	<b>avijjāya</b> tv'eva asesa-virāga-nirodhā, saṅkhāra-nirodho, saṅkhāra-nirodhā, viññāṇa-nirodho, viññāṇa-nirodhā, nāma-rūpa-nirodho, nāma-rūpa-nirodhā,	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	avijj	ā fem	13	7	278	[sound:avijjā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=avijjā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
attha 05	pp	2	masc						+dat & +instr	need (for); want (for)			√ar 1 a (to move, attain)		√ar + tha	artha	√ṛ				VIN PAT NP 10	rāja sikkhāpada	“<b>attho</b> me, āvuso, cīvarenā”ti. dvattikkhattuṃ codayamāno sārayamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ kusalaṃ.										DHP 331	nāgavaggo	<b>atthamhi</b> jātamhi sukhā sahāyā, tuṭṭhī sukhā yā itarītarena,<br/>puññaṃ sukhaṃ jīvitasaṅkhayamhi, sabbassa dukkhassa sukhaṃ pahānaṃ.					atth	a masc	13	2	2769	[sound:attha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=attha 05&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
arahaṃ	ps	2	masc	nom sg, irreg	arahanta					enlightened being; lit. worthy one			√arah 1 a (to deserve, be worthy)		√arah + ant + aṃ<br/>arahant + aṃ	arha	√arh				MN 39	mahāassapurasuttaṃ	kathañ’ca bhikkhu <b>arahaṃ</b> hoti? ārak’āssa honti pāpakā akusalā dhammā, saṃkilesikā, ponobbhavikā, sadarā, dukkhavipākā, āyatiṃ, jātijarāmaraṇiyā.										SN 11.3	dhajaggasuttaṃ	<b>arahaṃ</b> sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	*	arahant masc	13			[sound:arahaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=arahaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
patta 1	ss	2	masc		pivati					bowl; alms bowl			√pā 1 a (to drink)		√pā + ta	pātra	√pā										MN 48	kosambiyasuttaṃ	bhikkhu ye te lābhā dhammikā dhammaladdhā antamaso <b>patta</b>-pariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	MN 107	gaṇakamoggallānasuttaṃ	 samiñjite pasārite sampajānakārī, saṅghāṭi-<b>patta</b>-cīvaradhāraṇe sampajānakārī, asite pīte khāyite sāyite sampajānakārī 	Anupubba-sikkhā	The Gradual Training	Teachings	26n	patt	a masc	13	2	534	[sound:patta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=patta 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sīha	ps	2	masc							lion						siṃha					SN 1.30	eṇijaṅghasuttaṃ	eṇijaṅghaṃ kisaṃ vīraṃ, app'āhāraṃ alolupaṃ,<br/><b>sīhaṃ</b> v'ekacaraṃ nāgaṃ, kāmesu anapekkhinaṃ,<br/>upasaṅkamma pucchāma, kathaṃ dukkhā pamucca				MN 107	gaṇakamoggallānasuttaṃ	rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena <b>sīha-</b>seyyaṃ kappeyyāsi pāde pādaṃ accādhāya sato sampajāno uṭṭhānasaññaṃ manasikaritvā	Anupubba-sikkhā	The Gradual Training	Teachings							18n	sīh	a masc	13	2	209	[sound:sīha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sīha&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nara	ps	2	masc							man						nara					DHP 125	pāpavaggo	yo appaduṭṭhassa <b>narassa</b> dussati, suddhassa posassa anaṅgaṇassa.<br/>tam’eva bālaṃ pacceti pāpaṃ, sukhumo rajo paṭivātaṃ’va khitto.				Trad		iminā puñña-kammena upajjhāyā guṇ’uttarā, ācariy’ūpakārā ca mātāpitā ca ñātakā, suriyo candimā rājā, guṇavantā <b>narā</b>’pi ca,	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits							68n	nar	a masc	13	2	273	[sound:nara.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nara&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
deti	ps	2	pr					trans	+acc	gives; offers; hands			√dā 1 a (to give)	√dā + a > de	de + ti	dadāti	√dā				VIN PAT PD 2	dutiyapāṭidesanīya sikkhāpada	bhikkhū pan'eva kulesu nimantitā bhuñjanti, tatra ce sā bhikkhunī vosāsamānarūpā ṭhitā hoti: “idha sūpaṃ <b>detha</b>, idha odanaṃ <b>dethā</b>”ti.				Trad		puññāni pakatāni me sukhañ’ca tividhaṃ <b>dentu</b>. khippaṃ pāpetha vo’mataṃ.	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits							68n	d	eti pr	13	3	849	[sound:deti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=deti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
thera 2	ps	2	masc		tiṭṭhati					elder; senior monk; monk with 10 or more vassa; lit. lasting			√ṭhā 1 a (to stand)		√ṭhā > thav + ira	sthāvira	√sthā				DHP 260	dhammaṭṭhavaggo	na tena <b>thero</b> so hoti, yen’assa palitaṃ siro, <br/>paripakko vayo tassa, moghajiṇṇo’ti vuccati.				AN 4.180	mahāpadesasuttaṃ	tassa me <b>therassa</b> sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro mahāpadesā	The Four Great References	Teachings							25n	ther	a masc	13	2	722	[sound:thera.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=thera 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tathāgata	ps	2	masc	comp						Such Become; Realised; being in such a state; arrived to the truth; epithet of the Buddha; lit. thus gone; (or) thus came					tathā + gata,<br/>tatha + āgata	tathāgata			(SNa) tathāgatassā'ti tathā āgato'ti evamādīhi kāraṇehi tathāgatassa.		DN 1.6	brahmajālasuttaṃ	vedanānaṃ samudayañ’ca atthaṅ’gamañ’ca assādañ’ca ādīnavañ’ca nissaraṇañ’ca yathābhūtaṃ viditvā anupādāvimutto, bhikkhave, <b>tathāgato</b>.				MN 27	cūḷahatthipadopamasuttaṃ	so taṃ dhammaṃ sutvā <b>tathāgate</b> saddhaṃ paṭilabhati. so tena saddhāpaṭilābhena samannāgato iti paṭisañcikkhati	Anupubba-sikkhā	The Gradual Training	Teachings							18n	tathāgat	a masc	13	2	2170	[sound:tathāgata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tathāgata&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
carati 1	nn	2	pr					trans	+acc	walks; wanders; goes around; travels; fares on			√car 1 a (to move, walk)	√car + a > cara	cara + ti	carati	√car				VIN 3.4.4.9	navama sikkhāpadaṃ	tena kho pana samayena bhikkhuniyo antovassaṃ cārikaṃ <b>caranti</b>				TH 179	sāṭimattiyattheragāthā	paccati munino bhattaṃ,<br/>thokaṃ thokaṃ kule kule,<br/>piṇḍikāya <b>carissāmi</b>,<br/>atthi jaṅghābalaṃ mamā'ti.											car	ati pr	13	3	887	[sound:carati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=carati 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
gāma 1	ps	2	masc							village; hamlet; lit. collection (of houses)						grāma					SN 11.15	rāmaṇeyyakasuttaṃ	<b>gāme</b> vā yadi vāraññe, ninne vā yadi vā thale.<br/>yattha arahanto viharanti, taṃ bhūmi-rāmaṇeyyakan”ti. 				TH 257	pārāpariyattheragāthā	“yathā kaṇṭaka-ṭṭhānamhi, careyya anupāhano.<br/>satiṃ upaṭṭhapetvāna, evaṃ <b>gāme</b> munī care.	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							13n	gām	a masc	13	2	468	[sound:gāma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gāma 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ehi	ss	2	imp	2nd sg	eti			intrans		come; come here!			√i 1 a (to come, go)	√i + *a > e	e + hi	ehi	√i				MN 107	gaṇakamoggallānasuttaṃ	‘<b>ehi</b> tvaṃ, bhikkhu, indriyesu gutta-dvāro hohi, cakkhunā rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī.	Anupubba-sikkhā	The Gradual Training	Teachings	SN 11.3	dhajaggasuttaṃ	svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko <b>ehi</b>-passiko opanayiko paccattaṃ veditabbo viññūhi	Dhamm’ābhitthuti	Homage to the Dhamma	Homage to the Triple Gem							03n	!*	eti pr 2	13	3	352	[sound:ehi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ehi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
upāsaka	ps	2	masc	agent	upāsati					lay disciple; lay devotee; lit. who sits near			√ās 1 a (to sit)		upa + √ās + aka	upāsaka	√ās				AN 8.30	anuruddha mahāvitakkasuttaṃ	idha bhikkhuno pavivittassa viharato bhavanti upasaṅkamitāro bhikkhū bhikkhuniyo <b>upāsakā</b> upāsikāyo rājāno rājamahāmattā titthiyā titthiyasāvakā.				DN 16.27	mahāparinibbānasuttaṃ	yo kho bhikkhu vā bhikkhunī vā <b>upāsako</b> vā upāsikā vā dhamm’ānudhamma-ppaṭipanno viharati sāmīcippaṭipanno anudhammacārī, 	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits							72n	upāsak	a masc	13	2	632	[sound:upāsaka.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upāsaka&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ākāsa 2	pp	2	masc		ākāsati					sky; air			√kās 1 a (to shine, be visible)		ā + √kās + a	ākāśa	√kāś				DHP 093	arahantavaggo	yass’āsavā parikkhīṇā, āhāre ca anissito, <br/>suññato animitto ca, vimokkho yassa gocaro, <br/><b>ākāse</b> va sakuntānaṃ, padaṃ tassa durannayaṃ.				SN 35.247	chappāṇakopamasuttaṃ	ahi āviñcheyya ‘vammikaṃ pavekkhāmī'ti, susumāro āviñcheyya ‘udakaṃ pavekkhāmī'ti, pakkhī āviñcheyya ‘<b>ākāsaṃ</b> ḍessāmī'ti											ākās	a masc	13	2	183	[sound:ākāsa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ākāsa 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mallā	np	3	masc	pl	malla					name of the people of Malla; Mallans; lit. wrestlers					malla + ā	malla					DN 16.14	mahāparinibbānasuttaṃ	assosuṃ kho pāveyyakā <b>mallā</b> bhagavā kira kusinārāyaṃ parinibbuto'ti										SN 55.6	thapatisuttaṃ	“yadā pana mayaṃ, bhante, bhagavantaṃ suṇāma — ‘kosalehi <b>mallesu</b> cārikaṃ pakkamissatī’’ti, hoti no tasmiṃ samaye anattamanatā hoti domanassaṃ — ‘dūre no bhagavā bhavissatī’ti.					mall	a masc pl	13	2	101	[sound:mallā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mallā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
kosalā	np	3	masc	pl	kosala					name of the people of Kosala; Kosalans					kosala + ā	kosala					SN 2.25	jantusuttaṃ	evaṃ me sutaṃ, ekaṃ samayaṃ sambahulā bhikkhū, <b>kosalesu</b> viharanti himavantapasse araññakuṭikāya uddhatā unnaḷā capalā mukharā vikiṇṇavācā muṭṭhassatino asampajānā asamāhitā vibbhantacittā pākat'indriyā.										SN 55.6	thapatisuttaṃ	“yadā pana mayaṃ, bhante, bhagavantaṃ suṇāma — ‘<b>kosalehi</b> mallesu cārikaṃ pakkamissatī’’ti, hoti no tasmiṃ samaye anattamanatā hoti domanassaṃ — ‘dūre no bhagavā bhavissatī’ti.					kosal	a masc pl	13	2	110	[sound:kosalā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kosalā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
dhamma 15	psp	10	masc		dharati					act; practice; behaviour			√dhar 1 a (to hold, carry, endure)		√dhar + ma	dharma	√dhṛ				DHP 248	malavaggo	evaṃ bho purisa jānāhi, pāpa-<b>dhammā</b> asaññatā. <br/>mā taṃ lobho adhammo ca, ciraṃ dukkhāya randhayuṃ.				MN 51	kandarakasuttaṃ	abrahmacariyaṃ pahāya brahmacārī hoti ārācārī virato methunā gāma-<b>dhammā</b>.	Anupubba-sikkhā	The Gradual Training	Teachings	VIN PAT PC 68	ariṭṭha sikkhāpada	“tath’āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi yathā ye'me antarāyikā <b>dhammā </b>vuttā bhagavatā te paṭisevato n’ālaṃ antarāyāyā”ti				18n	dhamm	a masc	13	2	12531	[sound:dhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhamma 15&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
khattiya 2	ppp	4	masc							man of the ruling caste; high caste man; nobleman						kṣatriya					TH 257	pārāpariyattheragāthā	“bhesajjesu yathā vejjā, kicc'ākicce yathā gihī.<br/>gaṇikā’va vibhūsāyaṃ, issare <b>khattiyā</b> yathā.				DHP 294	pakiṇṇakavaggo	mātaraṃ pitaraṃ hantvā, rājāno dve ca <b>khattiye</b>,<br/>raṭṭhaṃ sānucaraṃ hantvā, anīgho yāti brāhmaṇo.				VIN 2.5.1.2	omasavādasikkhāpadaṃ	“santi idh'ekacce <b>khattiyā</b>, brāhmaṇā”ti bhaṇati					khattiy	a masc	13	2	479	[sound:khattiya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khattiya 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
magga 2	ss	4	masc							way; means; method; lit. path			√magg 8 *e (to seek, search)		√magg + a	mārga	√mārg										DN 22.18	mahāsatipaṭṭhānasuttaṃ	ayam’eva ariyo aṭṭh’aṅgiko <b>maggo</b> seyyath’īdaṃ sammā-diṭṭhi sammāsaṅkappo sammāvācā sammākammanto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	DHP 277	maggavaggo	“sabbe saṅkhārā aniccā”ti, yadā paññāya passati. <br/>atha nibbindati dukkhe, esa <b>maggo</b> visuddhiyā.	Ti-lakkhaṇā	The Three Characteristics	Verses	21n	magg	a masc	13	2	1356	[sound:magga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=magga 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
dhamma 06	pss	6	masc		dharati					matter; thing; phenomena			√dhar 1 a (to hold, carry, endure)		√dhar + ma	dharma	√dhṛ				AN 1.11-20	nīvaraṇappahāna vaggo	“n’āhaṃ aññaṃ eka-<b>dhammam</b>’pi samanupassāmi yena anuppanno vā byāpādo uppajjati uppanno vā byāpādo bhiyyo-bhāvāya vepullāya saṃvattati yatha’y’idaṃ paṭigha-nimittaṃ.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	phuṭṭhassa loka-<b>dhammehi</b>, cittaṃ yassa na kampati.<br/>asokaṃ virajaṃ khemaṃ, etaṃ maṅgalam’uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	DHP 279	maggavaggo	“sabbe <b>dhammā</b> anattā”ti, yadā paññāya passati. <br/>atha nibbindati dukkhe, esa maggo visuddhiyā.	Ti-lakkhaṇā	The Three Characteristics	Verses	51n	dhamm	a masc	13	2	12531	[sound:dhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhamma 06&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
byāpāda	psp	12	masc							dislike; ill will; hatred; hostility; enmity; malevolence; lit. going wrong			√pad 3 ya (to go, step)		vi + ā + √pad + *a	vyāpāda	√pad				MN 10.11	mahāsatipaṭṭhānasuttaṃ	santaṃ vā ajjhattaṃ <b>byāpādaṃ</b> ‘atthi me ajjhattaṃ <b>byāpādo</b>’ti pajānāti, asantaṃ vā ajjhattaṃ <b>byāpādaṃ</b> ‘n’atthi me ajjhattaṃ <b>byāpādo</b>’ti pajānāti;				MN 107	gaṇakamoggallānasuttaṃ	<b>byāpāda</b>-padosaṃ pahāya abyāpannacitto viharati sabbapāṇabhūtahit’ānukampī<b>, byāpāda</b>-padosā cittaṃ parisodheti	Anupubba-sikkhā	The Gradual Training	Teachings	AN 1.12	nīvaraṇappahāna vaggo	“n’āhaṃ aññaṃ eka-dhammam’pi samanupassāmi yena anuppanno vā <b>byāpādo</b> uppajjati uppanno vā byāpādo bhiyyo-bhāvāya vepullāya saṃvattati yatha’y’idaṃ paṭighanimittaṃ.				18n	byāpād	a masc	13	2	178	[sound:byāpāda.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=byāpāda&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
