id	pali_1	Fin	sbs_class_anki	sbs_category	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	test	sbs_class	count	sbs_audio	move	Feedback
4749	ambaṭṭha	p			masc							name of a young Brahman											ambaṣṭha							DN 3.7	ambaṭṭhasuttaṃ	bhūtapubbaṃ, <b>ambaṭṭha</b>, rājā okkāko yā sā mahesī piyā manāpā, tassā puttassa rajjaṃ pariṇāmetu'kāmo jeṭṭhakumāre raṭṭhasmā pabbājesi, okkāmukhaṃ karakaṇḍaṃ hatthinikaṃ sinisūraṃ.																													ambaṭṭh	a masc	73	2	172			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ambaṭṭha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
4572	amanasikāra 1	ppp	8		masc	comp vb	manasikaroti	neg				non-attention; ignoring; lit. not making in mind					na > a + manasi + kāra				kammadhāraya	na + manasikāra	amanasikāra							MN 43	mahāvedallasuttaṃ	kati pan'āvuso, paccayā animittāya cetovimuttiyā samāpattiyā'ti? dve kho, āvuso, paccayā animittāya cetovimuttiyā samāpattiyā, sabbanimittānañ'ca <b>amanasikāro</b>, animittāya ca dhātuyā manasikāro.				MN 31	cūḷagosiṅgasuttaṃ	idha mayaṃ, bhante, yāva'd'eva ākaṅkhāma sabbaso rūpasaññānaṃ samatikkamā paṭighasaññānaṃ atthaṅ'gamā nānattasaññānaṃ <b>amanasikārā</b>, ananto ākāso'ti ākās'ānañc'āyatanaṃ upasampajja viharāma																							amanasikār	a masc	73	2	75	[sound:amanasikāra.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=amanasikāra 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
8689	apāya 2	p			masc		apeti					loss (of); separation (from); departure (from); lit. going away			√i 1 a (to come, go)		apa + √i > ay + *a	i > ay	kita	*a			apāya	√i						DHP 211	piyavaggo	tasmā piyaṃ na kayirātha,<br/>piya-<b>apāyo</b> hi pāpako,<br/>ganthā tesaṃ na vijjanti,<br/>yesaṃ n'atthi piy'āppiyaṃ																													apāy	a masc	73	2	286			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=apāya 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
5836	aṅgā	p			masc	pl	aṅga					name of the people of Bengal; Bengalis			√añj 8 *e (to distinguish)		√añj > aṅg + a + ā<br/>aṅga + ā	ñj > ṅg					aṅga	√añj		(MNa) <b>aṅgesū</b>'ti aṅgā nāma jānapadino rājakumārā, tesaṃ nivāso eko'pi janapado ruḷhīsaddena aṅgā'ti vuccati, tasmiṃ aṅgesu janapade.				SN 48.50	āpaṇasuttaṃ	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā <b>aṅgesu</b> viharati āpaṇaṃ nāma <b>aṅgānaṃ</b> nigamo.				MN 39	mahāassapurasuttaṃ	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā <b>aṅgesu</b> viharati assapuraṃ nāma <b>aṅgānaṃ</b> nigamo.																							aṅg	a masc pl	73	2	202			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aṅgā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
45402	paṭisevati 1	p	8		pr					trans	+acc	practices; indulges (in); engages (in); lit. associates			√sev 1 a (to serve, associate)	√sev + a > seva	pati + seva + ti						pratisevate	√sev						AN 4.5	anusotasuttaṃ	katamo ca, bhikkhave, anusotagāmī puggalo? idha, bhikkhave, ekacco puggalo kāme ca <b>paṭisevati</b>, pāpañ'ca kammaṃ karoti. ayaṃ vuccati, bhikkhave, anusotagāmī puggalo.				MN 22	alagaddūpamasuttaṃ	so vata, bhikkhave, aññatr'eva kāmehi aññatra kāmasaññāya aññatra kāmavitakkehi kāme <b>paṭisevissatī</b>'ti, n'etaṃ ṭhānaṃ vijjati.				VIN PAT PA 1	methunadhamma sikkhāpada	yo pana bhikkhu, bhikkhūnaṃ sikkhāsājīvasamāpanno, sikkhaṃ appaccakkhāya dubbalyaṃ anāvikatvā, methunaṃ dhammaṃ <b>patiseveyya,</b> antamaso tiracchānagatāya'pi, pārājiko hoti asaṃvāso.																	paṭisev	ati pr	73	3	115	[sound:paṭisevati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭisevati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43634	pariyesati	pp	14		pr					trans	+acc	searches; seeks; seeks out; looks (for)			√es 1 a (to seek, search)	√es + a > esa	pari + [y] + esa + ti	+y					paryeṣate	√iṣ						SN 35.87	channasuttaṃ	sace āyasmato channassa n'atthi sappāyāni bhojanāni, ahaṃ āyasmato channassa sappāyāni bhojanāni <b>pariyesissāmi</b>. sace āyasmato channassa n'atthi sappāyāni bhesajjāni, ahaṃ āyasmato channassa sappāyāni bhesajjāni <b>pariyesissāmi</b>.				SN 54.9	vesālīsuttaṃ	te iminā kāyena aṭṭīyamānā harāyamānā jigucchamānā satthahārakaṃ <b>pariyesanti</b>.				VIN PAT PA 3	manussaviggaha sikkhāpada	yo pana bhikkhu sañcicca manussaviggahaṃ jīvitā voropeyya satthahārakaṃ v'āssa <b>pariyeseyya</b> maraṇavaṇṇaṃ vā saṃvaṇṇeyya maraṇāya vā samādapeyya				VIN PAT NP 24	vassikasāṭika sikkhāpada	orena ce māso seso gimhānan'ti vassikasāṭikacīvaraṃ <b>pariyeseyya</b>, oren'addhamāso seso gimhānan'ti katvā nivāseyya, nissaggiyaṃ pācittiyaṃ.											pariyes	ati pr	73	3	233			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pariyesati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
13570	bandhati 1	sp	7		pr					trans	+acc	binds; ties up; imprisons; confines			√bandh 1 a (to bind, tie)	√bandh + a > bandha	bandha + ti						badhnāti	√bandh		(VIN 1.1.2) <b>bandheyyuṃ vā</b>'ti rajjubandhanena vā andubandhanena vā saṅkhalikabandhanena vā gharabandhanena vā nagarabandhanena vā gāmabandhanena vā nigamabandhanena vā bandheyyuṃ, purisaguttiṃ vā kareyyuṃ.				SN 35.247	chappāṇakasuttaṃ	seyyathā'pi, bhikkhave, puriso chappāṇake gahetvā nānāvisaye nānāgocare daḷhāya rajjuyā <b>bandheyya</b>.				MJG		sabbe buddhā balappattā, paccekānañ'ca yaṃ balaṃ, arahantānañ'ca tejena, rakkhaṃ <b>bandhāmi</b> sabbaso.	Devatā-uyyojana-gāthā		Protective Recitations	VIN PAT PA 2	adinnādāna sikkhāpada	yo pana bhikkhu gāmā vā araññā vā adinnaṃ theyyasaṅkhātaṃ ādiyeyya, yathārūpe adinn'ādāne rājāno coraṃ gahetvā haneyyuṃ vā <b>bandheyyuṃ</b> vā pabbājeyyuṃ vā																59n	bandh	ati pr	73	3	130	[sound:bandhati.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bandhati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43907	pasavati 2	pp	13		pr					trans	+acc	produces; generates; makes; gives birth to; lit. flows forth			√su 1 a (to flow)	√su + a > sava	pa + sava + ti	u > av					prasravati	√sru						DHP 201	sukhavaggo	jayaṃ veraṃ <b>pasavati</b>,<br/>dukkhaṃ seti parājito,<br/>upasanto sukhaṃ seti,<br/>hitvā jayaparājayaṃ.				AN 2.135	āyācanavaggo	dvīhi, bhikkhave, dhammehi samannāgato paṇḍito viyatto sappuriso akkhataṃ anupahataṃ attānaṃ pariharati anavajjo ca hoti ananuvajjo ca viññūnaṃ bahuñ'ca puññaṃ <b>pasavati</b>.				MN 55	jīvakasuttaṃ	yo kho, jīvaka, tathāgataṃ vā tathāgatasāvakaṃ vā uddissa pāṇaṃ ārabhati so pañcahi ṭhānehi bahuṃ apuññaṃ <b>pasavati</b>.																	pasav	ati pr	73	3	157			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pasavati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9271	ārabhati 2.1	p			pr					trans	+acc	kills; slaughters			√rabh 1 a (to be aroused, violent)	√rabh + a > rabha	ā + rabha + ti						ārabhate	√rabh	ārambhati	(MNa) <b>ārabhantī</b>'ti ghātenti.				MN 54	potaliyasuttaṃ	sutaṃ m'etaṃ, bhante, samaṇaṃ gotamaṃ uddissa pāṇaṃ <b>ārabhanti</b>, taṃ samaṇo gotamo jānaṃ uddissakataṃ maṃsaṃ paribhuñjati paṭiccakamman'ti.				MN 55	jīvakasuttaṃ	yam'pi so evam'āha, gacchatha imaṃ pāṇaṃ <b>ārabhathā</b>'ti, iminā tatiyena ṭhānena bahuṃ apuññaṃ pasavati.				MN 55	jīvakasuttaṃ	yo kho, jīvaka, tathāgataṃ vā tathāgatasāvakaṃ vā uddissa pāṇaṃ <b>ārabhati</b> so pañcahi ṭhānehi bahuṃ apuññaṃ pasavati.																	ārabh	ati pr	73	3	194	[sound:ārabhati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ārabhati 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
56460	socati	ps	21		pr					intrans		sorrows (over); grieves (about); mourns (over)			√suc 1 *a (to grieve)	√suc + *a > soca	soca + ti	u > o					śocati	√śuc		(MNa) <b>socatī</b>'ti citte uppannabalavasokena socati.				TH 248	adhimuttattheragāthā	uttamaṃ dhammataṃ patto,<br/>sabbaloke anatthiko,<br/>ādittā'va gharā mutto,<br/>maraṇasmiṃ na <b>socati</b>.				SN 1.12	nandatisuttaṃ	<b>socati</b> puttehi puttimā,<br/>gomā gohi tath'eva <b>socati</b>,<br/>upadhīhi narassa socanā,<br/>na hi so <b>socati</b> yo nirūpadhī'ti.				SNP 22	uṭṭhānasuttaṃ<br/> cūḷavaggo 1	yāya devā manussā ca, sitā tiṭṭhanti atthikā, <br/>tarath'etaṃ visattikaṃ, khaṇo vo mā upaccagā, <br/>khaṇ'ātītā hi <b>socanti</b>, nirayamhi samappitā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	MN 36	cakkasuttaṃ	tassa sā sukhā vedanā nirujjhati. sukhāya vedanāya nirodhā uppajjati dukkhā vedanā. so dukkhāya vedanāya phuṭṭho samāno <b>socati</b> kilamati paridevati urattāḷiṃ kandati sammohaṃ āpajjati.										15n	soc	ati pr	73	3	185	[sound:coming-soon.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=socati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
58941	tarati 1	s			pr					trans	+acc	crosses; goes through			√tar 1 a (to cross)	√tar + a > tara	tara + ti						tarati	√tṝ		(SNa) <b>tareyyā'</b>ti ettha tebhūmakavaṭṭaṃ samatikkamanto nibbānaṃ paṭivijjhanto taratī'ti paṭivedhataraṇaṃ nāma vuttaṃ.				SNP 61	upasīva māṇava pucchā<br/>pārāyanavaggo 6	ākiñcaññaṃ pekkhamāno satimā,<br/>n'atthī'ti nissāya <b>tarassu</b> oghaṃ,<br/>kāme pahāya virato kathāhi,<br/>taṇhakkhayaṃ nattam'ah'ābhipassa.				SNP 61	upasīva māṇava pucchā<br/>pārāyanavaggo 6	eko ahaṃ sakka mahantam'oghaṃ,<br/>anissito no visahāmi tārituṃ,<br/>ārammaṇaṃ brūhi samantacakkhu,<br/>yaṃ nissito ogham'imaṃ <b>tareyyaṃ</b>.				SNP 22	uṭṭhānasuttaṃ<br/> cūḷavaggo 1	yāya devā manussā ca, sitā tiṭṭhanti atthikā, <br/><b>tarath</b>'etaṃ visattikaṃ, khaṇo vo mā upaccagā, <br/>khaṇ'ātītā hi socanti, nirayamhi samappitā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses													15n	tar	ati pr	73	3	141	[sound:coming-soon.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tarati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
47466	pūjeti 1	ps	6		pr					trans	+acc	worships; honours; respects			√pūj 8 *e (to honour, venerate)	√pūj + e > pūje	pūje + ti						pūjayati	√pūj						MIL 4.3.7	buddhapūjanapañho	bhante nāgasena, bhāsitam'p'etaṃ tathāgatena, abyāvaṭā tumhe, ānanda, hotha tathāgatassa sarīrapūjāyā'ti. puna ca bhaṇitaṃ,<br/><b>pūjetha</b> naṃ pūjaniyassa dhātuṃ,<br/>evaṃ karā saggamito gamissathā'ti.				DN 16.27	mahāparinibbānasuttaṃ	yo kho, ānanda, bhikkhu vā bhikkhunī vā upāsako vā upāsikā vā dhamm'ānudhammappaṭipanno viharati sāmīcippaṭipanno anudhammacārī so tathāgataṃ sakkaroti garuṃ karoti māneti <b>pūjeti</b> apaciyati paramāya pūjāya				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti <b>pūjessanti</b> tesañ'ca sotabbaṃ maññissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings													27n	pūj	eti pr	73	3	120	[sound:pūjeti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pūjeti 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
65498	vattati 1	pss	7		pr					intrans		proceeds; continues; goes forward; practices			√vatt 1 a (to be, proceed)	√vatt + a > vatta	vatta + ti						vartate	√vṛt (to move on, turn)						MN 137	saḷāyatanavibhaṅgasuttaṃ	tassa sāvakā na sussūsanti, na sotaṃ odahanti, na aññā cittaṃ upaṭṭhapenti, vokkamma ca satthusāsanā <b>vattanti</b>.				AN 3.4	accayasuttaṃ	yehi tīhi dhammehi samannāgato bālo veditabbo te tayo dhamme abhinivajjetvā, yehi tīhi dhammehi samannāgato paṇḍito veditabbo te tayo dhamme samādāya <b>vattissāmā</b>'ti.				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū apaññattaṃ na paññāpessanti, paññattaṃ na samucchindissanti, yathāpaññattesu sikkhāpadesu samādāya <b>vattissanti</b>	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	MN 104	sāmagāmasuttaṃ	ime ce tumhe, ānanda, cha sāraṇīye dhamme samādāya <b>vatteyyātha</b>, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n'ādhivāseyyāthā'ti?	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings							27n	vatt	ati pr	73	3	182	[sound:vattati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vattati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
2552	āgacchati 3	pp			pr					trans	+acc	comes back (to); returns (to)			√gam 1 a (to go)	√gam + a > gama > gaccha (irreg)	ā + gaccha + ti						āgacchati	√gam						SN 12.63	puttamaṃsūpamasuttaṃ	pañcakāmaguṇike rāge pariññāte n'atthi taṃ saṃyojanaṃ yena saṃyojanena saṃyutto ariyasāvako puna imaṃ lokaṃ <b>āgaccheyya</b>				AN 4.197	mallikādevīsuttaṃ	sā ce tato cutā itthattaṃ <b>āgacchati</b>, sā yattha yattha paccājāyati dubbaṇṇā ca hoti durūpā supāpikā dassanāya, daliddā ca hoti appassakā appabhogā appesakkhā ca.				DN 23.5	pāyāsisuttaṃ	yāv'āhaṃ tesaṃ uddisitvā <b>āgacchāmī</b>'ti, udāhu vippalapan'tass'eva coraghātā sīsaṃ chindeyyun'ti?																	āgacch	ati pr	73	3	613	[sound:āgacchati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āgacchati 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
14266	bhavati 1	psp	7		pr					intrans	+nom	is; is being; becomes			√bhū 1 a (to be, become)	√bhū + a > bhava	bhava + ti	ū > av					bhavati	√bhū						SN 47.14	ukkacelasuttaṃ	tama't'agge mete, ānanda, bhikkhū <b>bhavissanti</b> ye keci sikkhākāmā'ti				MN 40	cūḷāssapurasuttaṃ	tesaṃ vo, bhikkhave, evaṃsamaññānaṃ sataṃ evaṃpaṭiññānaṃ sataṃ, yā samaṇasāmīcippaṭipadā taṃ paṭipajjissāma. evaṃ no ayaṃ amhākaṃ samaññā ca saccā <b>bhavissati</b> paṭiññā ca bhūtā.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yān'īdha bhūtāni samāgatāni, bhummāni vā yāni va antalikkhe. <br/>sabb'eva bhūtā sumanā <b>bhavantu</b>, atho'pi sakkacca suṇantu bhāsitaṃ.	Ratana-sutta		Protective Recitations	UD 78	visākhāsuttaṃ	ye keci sokā paridevitā vā, dukkhā ca lokasmim'anekarūpā. <br/>piyaṃ paṭiccappabhavanti ete, piye asante na <b>bhavanti</b> ete.				AN 8.30	anuruddha mahāvitakkasuttaṃ	idha bhikkhuno pavivittassa viharato <b>bhavanti</b> upasaṅkamitāro bhikkhū bhikkhuniyo upāsakā upāsikāyo rājāno rājamahāmattā titthiyā titthiyasāvakā.				52n	bhav	ati pr	73	3	2812	[sound:bhavati.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhavati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43976	passati 2	ss	6		pr					trans	+acc	understands; gets; lit. sees			√dis 1 a (to see)	√dis + a > disa > passa (irreg)	passa + ti						paśyati; *spaśati	√dṛś	dassati					SN 25.1	cakkhusuttaṃ	yo, bhikkhave, ime dhamme evaṃ pajānāti evaṃ <b>passati</b>, ayaṃ vuccati, sot'āpanno avinipātadhammo niyato sambodhiparāyano'ti.				DHP 277	maggavaggo	sabbe saṅkhārā aniccā'ti,<br/>yadā paññāya <b>passati</b>,<br/>atha nibbindati dukkhe,<br/>esa maggo visuddhiyā.	Ti-lakkhaṇā	The Three Characteristics	Verses	SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yath'indakhīlo pathaviṃ sito siyā, catubbhi vātehi asampakampiyo. <br/>tath'ūpamaṃ sappurisaṃ vadāmi, yo ariyasaccāni avecca <b>passati</b>.	Ratana-sutta		Protective Recitations													52n	pass	ati pr	73	3	1869	[sound:passati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=passati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
65816	vedeti 2	p	27		pr					trans	+acc	knows; understands; learns about			√vid 8 *e (to know, sense, feel)	√vid + *e > vede	vede + ti	i > e					vedayati	√vid						MN 91	brahmāyusuttaṃ	jānāhi yadi vā taṃ bhavantaṃ gotamaṃ tathā santaṃ'y'eva saddo abbhuggato, yadi vā no tathā, yadi vā so bhavaṃ gotamo tādiso, yadi vā na tādiso. tathā mayaṃ taṃ bhavantaṃ gotamaṃ <b>vedissāmā</b>'ti.				SN 35.87	channasuttaṃ	puccheyyāma mayaṃ āyasmantaṃ channaṃ kañci'd'eva desaṃ, sace āyasmā channo okāsaṃ karoti pañhassa veyyākaraṇāyā'ti. pucch'āvuso sāriputta, sutvā <b>vedissāmā</b>'ti.				VIN PAT NID	nidānuddeso	yassa siyā āpatti so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ. tuṇhībhāvena kho pan'āyasmante parisuddhā'ti <b>vedissāmi</b>.																	ved	eti pr	73	3	154	[sound:vedeti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vedeti 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
23914	harati 1	pp			pr					trans	+acc	carries; carries away; takes away			√har 1 a (to carry)	√har + a > hara	hara + ti						harati	√hṛ						VIN PAT NP 16	eḷakalomasikkhāpadaṃ	paṭiggahetvā tiyojanaparamaṃ sahatthā haritabbāni asante hārake. tato ce uttari <b>hareyya</b>, asante'pi hārake, nissaggiyaṃ pācittiyaṃ.				SN 35.84	paṭhamanatumhākaṃsuttaṃ	amhe jano <b>harati</b> vā ḍahati vā yathāpaccayaṃ vā karotī'ti				VIN PAT PC 84	ratana sikkhāpada	yassa bhavissati so <b>harissatī</b>'ti. ayaṃ tattha sāmīci.				MN 54.2	potaliyasuttaṃ	tam'enaṃ jano disvā evaṃ vadeyya, bhogī vata, bho, puriso, evaṃ kira bhogino bhogāni bhuñjantī'ti. tam'enaṃ sāmikā yattha yatth'eva passeyyuṃ tattha tatth'eva sāni <b>hareyyuṃ</b>.											har	ati pr	73	3	135	[sound:harati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=harati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15983	carati 2.2	ps			pr					intrans		lives; leads (one's life); conducts oneself			√car 1 a (to act, behave)	√car + a > cara	cara + ti						carati	√car						SN 22.95	pheṇapiṇḍūpamasuttaṃ	jaheyya sabbasaṃyogaṃ,<br/>kareyya saraṇ'attano,<br/><b>careyy</b>'ādittasīso'va,<br/>patthayaṃ accutaṃ padan'ti.				SNP 46	pasūrasuttaṃ<br/>aṭṭhakavaggo 8	visenikatvā pana ye <b>caranti</b>,<br/>diṭṭhīhi diṭṭhiṃ avirujjhamānā,<br/>tesu tvaṃ kiṃ labhetho pasūra,<br/>yes'īdha n'atthī param'uggahītaṃ.				SNP 66	jatukaṇṇimāṇavapucchā<br/>pārāyanavaggo 11	yaṃ pubbe taṃ visosehi, pacchā te m'āhu kiñcanaṃ, <br/>majjhe ce no gahessasi, upasanto <b>carissasi</b>.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	SN 35.95	mālukyaputtasuttaṃ	yathā'ssa passato rūpaṃ, sevato c'āpi vedanaṃ.<br/>khīyati nopacīyati, evaṃ so <b>caratī</b> sato.<br/>evaṃ apacinato dukkhaṃ, santike nibbānam'uccati.										15n	car	ati pr	73	3	887	[sound:carati.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=carati 2.2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
52514	samudācarati 2.1	p	19		pr					trans	+acc	overwhelms; assails; assaults; (comm) occurs; lit. walks all over			√car 1 a (to move, walk)	√car + a > cara	saṃ + ud + ā + cara + ti	ṃ > m					samudācarati	√car		(MNa) <b>samudācarantī</b>'ti pavattanti.				SN 21.1	kolitasuttaṃ	tassa mayhaṃ, āvuso, iminā vihārena viharato vitakkasahagatā saññāmanasikārā <b>samudācaranti</b>.				MN 8	sallekhasuttaṃ	yattha cetā diṭṭhiyo uppajjanti yattha ca anusenti yattha ca <b>samudācaranti</b> taṃ n'etaṃ mama n'eso'ham'asmi na me so attā'ti				MN 18	madhupiṇḍikasuttaṃ	yaṃ papañceti tatonidānaṃ purisaṃ papañcasaññāsaṅkhā <b>samudācaranti</b> atīt'ānāgatapaccuppannesu cakkhuviññeyyesu rūpesu																	samudācar	ati pr	73	3	151			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=samudācarati 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
