ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	Feedback
29930	kodha 1	pp	18	masc		kujjhati					anger; wrath; rage; temper			√kudh 3 ya (to be angry)		√kudh > kodh + *a	u > o	kita	*a			krodha	√krudh		(MNa) tattha kujjhanalakkhaṇo <b>kodho</b>, caṇḍikkalakkhaṇo vā, āghātakaraṇaraso, dussanapaccupaṭṭhāno.<br/>(ANa) paresu kujjhanalakkhaṇo <b>kodho</b>.		MN 40	cūḷaassapurasuttaṃ	byāpannacittassa byāpādo pahīyetha, kodhanassa <b>kodho</b> pahīyetha, upanāhissa upanāho pahīyetha, makkhissa makkho pahīyetha, paḷāsissa paḷāso pahīyetha										SN 7.9	sundarikasuttaṃ	māno hi te brāhmaṇa khāribhāro, <b>kodho</b> dhūmo bhasmani mosavajjaṃ. <br/>jivhā sujā hadayaṃ jotiṭhānaṃ, attā sudanto purisassa joti.											kodh	a masc	43	2	149		√√	kodha 1	anger			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kodha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
28423	kāya 1.2	psp	6	masc		cināti					group; host; company; collection; multitude; mass			√ci 5 nā (to gather, accumulate)		√ci > ki > kay + *a	c > k<br/>i > ay	kita	*a			kāya	√ci		(SNa) <b>devakāyā</b>'ti devaghaṭā		AN 7.67	nagaropamasuttaṃ	seyyathā'pi rañño paccantime nagare bahubala<b>kāyo</b> paṭivasati, evam'evaṃ kho ariyasāvako āraddhavīriyo viharati, thāmavā daḷhaparakkamo anikkhittadhuro kusalesu dhammesu.				TH 251	raṭṭhapālattheragāthā	passa cittakataṃ bimbaṃ, aru<b>kāyaṃ</b> samussitaṃ,<br/>āturaṃ bahusaṅkappaṃ, yassa n'atthi dhuvaṃ ṭhiti.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	AN 4.171	cetanāsuttaṃ	ko nu kho, bhante, hetu ko paccayo, yena m'idh'ekacce sattā tamhā <b>kāyā</b> cutā āgāmino honti āgantāro itthattaṃ?										12n	kāy	a masc	43	2	3281	[sound:kāya.mp3]	√√	kāya 2	group; host; multitude; lit. collection			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāya 1.2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
34185	moghapurisa	pp	19	masc	comp						fool; worthless man; useless person; stupid person; lit. empty man					mogha + purisa				kammadhāraya	mogha + purisa	mogha + puruṣa			(ANa) <b>moghapurisā</b>'ti mūḷhapurisā tucchapurisā.		MN 22	alagaddūpamasuttaṃ	idha ekacce <b>moghapurisā</b> dhammaṃ pariyāpuṇanti—suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.										MN 70	kīṭāgirisuttaṃ	kīva dūr'ev'ime, bhikkhave, <b>moghapurisā</b> apakkantā imamhā dhammavinayā.											moghapuris	a masc	43	2	428		√√	moghapurisa	fool; worthless; useless; stupid person			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=moghapurisa&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
64439	vadha 2	sp	24	masc		vadheti					killing; murder; execution; slaughter			√vadh 8 *e (to hurt, slaughter)		√vadh + a		kita	a			vadha	√vadh		(MNa) <b>vadho</b>'ti māraṇaṃ.								MN 51	kandarakasuttaṃ	ukkoṭanavañcananikatisāciyogā paṭivirato hoti, chedana<b>vadha</b>bandhanaviparāmosaālopasahasākārā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings	SN 1.71	chetvāsuttaṃ	kiṃsu chetvā sukhaṃ seti, kiṃsu chetvā na socati. kissassu ekadhammassa, <b>vadhaṃ </b>rocesi gotamā'ti.										18n	vadh	a masc	43	2	96	[sound:coming-soon.mp3]	√√	vadha 2	killing; slaughtering			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vadha 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
30973	lābha 1	ps	24	masc		labhati					gain; profit; acquisition; benefit			√labh 1 a (to get)		√labh > lābh + *a	a > ā	kita	*a			lābha	√labh				TH 257	pārāpariyattheragāthā	upaṭṭhāpenti parisaṃ, kammato no ca dhammato.<br/>dhammaṃ paresaṃ desenti, <b>lābhato</b> no ca atthato.				MN 48	kosambiyasuttaṃ	bhikkhu ye te <b>lābhā</b> dhammikā dhammaladdhā antamaso pattapariyāpannamattam'pi, tathārūpehi <b>lābhehi</b> appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	MN 31	cūḷagosiṅgasuttaṃ	kiṃ nu kho mayaṃ āyasmato anuruddhassa evam'ārocimha, imāsañ'ca imāsañ'ca vihārasamāpattīnaṃ mayaṃ <b>lābhino</b>'ti										26n	lābh	a masc	43	2	351	[sound:lābha.mp3]	√√	lābha 1	gain; profit; acquisition; benefit			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=lābha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
7512	anuruddha 1	ppp	24	masc		anu √rudh					name of a monk; great disciple of the Buddha; foremost monk in the divine eye; cousin of the Buddha			√rudh 3 ya (to please, accept)		anu + √rudh + ta	dht > ddh	kita	ta			anuruddha	√rudh		(AN 1.192) etad'aggaṃ, bhikkhave, mama sāvakānaṃ bhikkhūnaṃ dibbacakkhukānaṃ yad'idaṃ <b>anuruddho</b>.		MN 118	ānāpānassatisuttaṃ	āyasmatā ca mahācundena āyasmatā ca <b>anuruddhena</b> āyasmatā ca revatena āyasmatā ca ānandena, aññehi ca abhiññātehi abhiññātehi therehi sāvakehi saddhiṃ.				AN 8.30	anuruddha mahāvitakkasuttaṃ	yato kho tvaṃ anuruddha ime aṭṭha mahāpurisavitakke vitakkessasi, tato tvaṃ <b>anuruddha</b> yāva'd'eva ākaṅkhissasi				MN 31	cūḷagosiṅgasuttaṃ	kiṃ nu kho mayaṃ āyasmato <b>anuruddhassa </b>evam'ārocimha, imāsañ'ca imāsañ'ca vihārasamāpattīnaṃ mayaṃ lābhino'ti											anuruddh	a masc	43	2	424		√√	anuruddha 1	great disciple of the Buddha; foremost monk in the divine eye; cousin of the Buddha		11	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anuruddha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
19903	dosa 1	ps	4	masc		dussati					aversion; ill-will; hate; hatred			√dus 3 ya (to hate, dislike)		√dus > dos + *a	u > o	kita	*a			dveṣa	√dviṣ		(SNa) dussanalakkhaṇo <b>doso</b>		MN 21	kakacūpamasuttaṃ	na c'eva no cittaṃ vipariṇataṃ bhavissati, na ca pāpikaṃ vācaṃ nicchāressāma, hitānukampī ca viharissāma mettacittā na <b>dos'</b>antarā.										SN 35.28	ādittasuttaṃ	kena ādittaṃ? rāg'agginā, <b>dos'</b>agginā, moh'agginā ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi ādittan'ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas							39n	dos	a masc	43	2	524	[sound:dosa.mp3]	√√	dosa 1	anger; hatred; ill-will			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dosa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
48078	rāga 1	pss	4	masc		rajjati				+loc	desire (for); passion (for); infatuation (with); lust (for); lit. attachment			√raj 3 ya (to desire)		√raj > rag > rāg + *a	a > ā<br/>j > g	kita	*a			rāga	√rañj		(SNa) <b>rāgo</b>'tiādīni lobhass'eva nāmāni. so hi rañjanavasena rāgo, nandanavasena nandī, taṇhāyanavasena taṇhā'ti vuccati.		AN 10.237	rāgapeyyālaṃ	anicce dukkhasaññā, dukkhe anattasaññā, pahānasaññā, virāgasaññā, nirodhasaññā, <b>rāgassa</b> abhiññāya ime dasa dhammā bhāvetabbā'ti.				SN 56.11	dhammacakkappavattanasuttaṃ	yāyaṃ taṇhā ponobbhavikā nandi<b>rāga</b>sahagatā tatratatr'ābhinandinī seyyath'īdaṃ kāmataṇhā bhavataṇhā vibhavataṇhā	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	SN 35.28	ādittasuttaṃ	kena ādittaṃ? <b>rāg</b>'agginā, dos'agginā, moh'agginā ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi ādittan'ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas							17n	rāg	a masc	43	2	578	[sound:rāga.mp3]	√√	rāga 1	desire; lust; passion; attachment			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=rāga 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26407	kāla 1.1	sp	14	masc		√kal					time; occasion			√kal 8 *e (to spend time)		√kal > kāl + *a	a > ā	kita	*a			kāla	√kal										AN 10.48	pabbajitābhiṇhasuttaṃ	atthi nu kho me uttarimanussadhammā alam'ariyañāṇadassanaviseso adhigato, so'haṃ pacchime <b>kāle</b> sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti	Dasadhammā pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections	AN 4.147	dutiyakālasuttaṃ	kālena dhammassavanaṃ, kālena dhammasākacchā, kālena sammasanā, kālena vipassanā, ime kho, bhikkhave, cattāro <b>kālā</b> sammā bhāviyamānā sammā anuparivattiyamānā anupubbena āsavānaṃ khayaṃ pāpenti.										34n	kāl	a masc	43	2	1004	[sound:kāla.mp3]	√√	kāla 1	time; occasion			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kāla 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
39728	paccaya 1	ss	9	masc		pacceti					support; requisite; necessity			√i 1 a (to come, go)		pati > paty > pacc + √i > ay + *a	ti > ty > cc<br/>i > ay	kita	*a			pratyaya	√i										MN 2.4	sabbāsavasuttaṃ	paṭisaṅkhā yoniso gilāna<b>paccaya</b>bhesajjaparikkhāraṃ paṭisevāmi yāva'd'eva uppannānaṃ veyyābādhikānaṃ vedanānaṃ paṭighātāya abyāpajjhaparamatāyā	Cattaro parikkhāra	The Four Requisites	Reflections	TH 257	pārāpariyattheragāthā	jīvitānaṃ parikkhāre, bhesajje atha <b>paccaye</b>.<br/>na bāḷhaṃ ussukā āsuṃ, yathā te āsavakkhaye	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							30n	paccay	a masc	43	2	579	[sound:paccaya.mp3]	√√	paccaya 1	support; requisite; necessity			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paccaya 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61027	uccāra	psp	9	masc		ud √car					excrement; faeces			√car 1 a (to move, walk)		ud + √car > cār + *a	d > c<br/>a > ā	kita	*a			uccāra	√car				VIN PAT SK 73	ṭhitouccāra sikkhāpada	na ṭhito agilāno <b>uccāraṃ</b> vā passāvaṃ vā karissāmī'ti sikkhā karaṇīyā.				MN 107	gaṇakamoggallānasuttaṃ	asite pīte khāyite sāyite sampajānakārī, <b>uccāra</b>passāvakamme sampajānakārī, gate ṭhite nisinne sutte jāgarite bhāsite tuṇhībhāve sampajānakārī	Anupubba-sikkhā	The Gradual Training	Teachings	AN 8.13	assājānīyasuttaṃ	jegucchī hoti<b> uccāraṃ</b> vā passāvaṃ vā abhinisīdituṃ vā abhinipajjituṃ vā.										18n	uccār	a masc	43	2	100	[sound:uccāra.mp3]	√√	uccāra	excrement; dung; faeces			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uccāra&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35804	ñātaka 1	ss		masc		ñāta					kin; kinsman; relative; relation; family member; lit. who is known			√ñā 5 nā (to know)		√ñā + ta + ka<br/>ñāta + ka	a > ā	taddhita	ka			jñāti	√jñā		(KPa) ñāyante amhākaṃ ime'ti <b>ñātakā</b>.								SNP 16	maṅgalasuttaṃ<br/>mahāvaggo 5	dānañ'ca dhammacariyā ca, <b>ñātakānañ</b>'ca saṅgaho.<br/>anavajjāni kammāni, etaṃ maṅgalam'uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	Trad		iminā puññakammena upajjhāyā guṇ'uttarā, ācariy'ūpakārā ca mātāpitā ca <b>ñātakā</b>, suriyo candimā rājā, guṇavantā narā'pi ca	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits							51n	ñātak	a masc	43	2	101	[sound:coming-soon.mp3]	√√	ñātaka 1	kin; kinsman; relative; relation; family member; lit. known one			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ñātaka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
56582	soṇa 3	p	22	masc							dog											śvāna																	AN 2.9	cariyasuttaṃ	ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā ācariyabhariyā'ti vā garūnaṃ dārā'ti vā. sambhedaṃ loko agamissa, yathā ajeḷakā kukkuṭasūkarā <b>soṇa</b>siṅgālā.											soṇ	a masc	43	2	100			soṇa 3	dog			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=soṇa 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18686	dhamma 1.07	psp	22	masc		dharati					truth; reality; principle; truth behind the teaching			√dhar 1 a (to hold, carry, endure)		√dhar + ma	r > m	kita	ma			dharma	√dhṛ		(SNa) <b>dhammā</b>'ti catusaccadhammā.		DHP 005	yamakavaggo	na hi verena verāni, sammant'īdha kudācanaṃ. <br/>averena ca sammanti, esa <b>dhammo</b> sanantano.				AN 7.23	paṭhamasattakasuttaṃ	katame ca bhikkhave satta aparihāniyā <b>dhammā</b>?	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	AN 2.9	cariyasuttaṃ	ime kho, bhikkhave, dve sukkā <b>dhammā</b> lokaṃ na pāleyyuṃ, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā ācariyabhariyā'ti vā garūnaṃ dārā'ti vā. sambhedaṃ loko agamissa, yathā ajeḷakā kukkuṭasūkarā soṇasiṅgālā.										27n	dhamm	a masc	43	2	12531	[sound:dhamma.mp3]	√√	dhamma 07	truth; reality; principle			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhamma 1.07&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
70026	yoga 1	pp	23	masc		yojeti		caus			yoke; bond; attachment; (comm) which bind one to the round of cyclical existence			√yuj 2 *e (to yoke, join)	√yuj + *e > yoje (caus)	yoje > yoge + a	u > o<br/>j > g	kita	a			yoga	√yuj		(ANa) vaṭṭasmiṃ yojentī'ti <b>yogā</b>.		DN 22.15	mahāsatipaṭṭhānasuttaṃ	ye vā pan'assa te honti atthakāmā hitakāmā phāsukakāmā <b>yoga</b>kkhemakāmā mātā vā pitā vā bhātā vā bhaginī vā mittā vā amaccā vā ñātisālohitā vā				SN 35.241	dārukkhandh-opama-sutta	idha gihīhi saṃsaṭṭho viharati, sahanandī sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu <b>yogaṃ</b> āpajjati. ayaṃ vuccati manussaggāho.				AN 4.61	pattakammasuttaṃ	idha, gahapati, ariyasāvako vigatamalamaccherena cetasā agāraṃ ajjhāvasati muttacāgo payatapāṇi vossaggarato yāca<b>yogo</b> dānasaṃvibhāgarato. ayaṃ vuccati, gahapati, cāgasampadā.											yog	a masc	43	2	184		√√	yoga 1	yoke; bond; attachment; (comm) which bind one to the round of cyclical existence			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yoga 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
34879	nāga 2	ppp	18	masc							tusker; bull elephant											nāga					DHP 329	nāgavaggo	no ce labhetha nipakaṃ sahāyaṃ, saddhiṃcaraṃ sādhuvihāridhīraṃ, <br/>rājā'va raṭṭhaṃ vijitaṃ pahāya, eko care mātaṅg'araññe'va <b>nāgo</b>.				DHP 322	nāgavaggo	varam'assatarā dantā, ājānīyā ca sindhavā, <br/>kuñjarā ca mahā<b>nāgā</b>, attadanto tato varaṃ.				AN 5.140	sotasuttaṃ	idha, bhikkhave, rañño <b>nāgo</b> yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.											nāg	a masc	43	2	505		√√	nāga 2	tusker; bull elephant; mighty beast			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nāga 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
40944	pallaṅka 2	s	8	masc		aṅka					cross-legged sitting position; meditation posture			√añc 1 a (to bend)		pari > pali > paly > pall + √añc > aṅk + a<br/>pari + aṅka	r > l<br/>li > ly > ll<br/>ñc > ṅk	kita	a			palyaṅka	√āñch		(ANa) <b>pallaṅkan</b>'ti samantato ūrubaddh'āsanaṃ.														MN 118	ānāpānassatisuttaṃ	idha, bhikkhave, bhikkhu araññagato vā rukkhamūlagato vā suññ'āgāragato vā nisīdati, <b>pallaṅkaṃ</b> ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	pallaṅk	a masc	43	2	183	[sound:pallaṅka.mp3]	√√	pallaṅka 2	cross-legged sitting position			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pallaṅka 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
4450	āloka	ps	4	masc		āloketi					light; brightness; clarity			√lok 8 *e (to look)		ā + √lok + a		kita	a			āloka	√lok				AN 7.61	pacalāyamānasuttaṃ	<b>ālokas</b>aññaṃ manasi kareyyāsi, divāsaññaṃ adhiṭṭhaheyyāsi – yathā divā tathā rattiṃ yathā rattiṃ tathā divā. iti vivaṭena cetasā apariyonaddhena sa'p'pabhāsaṃ cittaṃ bhāveyyāsi				MN 107	gaṇakamoggallānasuttaṃ	thinamiddhaṃ pahāya vigatathinamiddho viharati <b>āloka</b>saññī sato sampajāno, thinamiddhā cittaṃ parisodheti	Anupubba-sikkhā	The Gradual Training	Teachings	SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ dukkhaṃ ariyasaccan'ti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ udapādi, ñāṇaṃ udapādi, paññā udapādi, vijjā udapādi, <b>āloko</b> udapādi.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							18n	ālok	a masc	43	2	109	[sound:āloka.mp3]	√√	āloka	clarity; light; brightness			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āloka&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
48162	rāhula	ppp	4	masc							name of a monk; Buddha's son											rāhula					MN 61	ambalaṭṭhikarāhulovādasuttaṃ	tena kho pana samayena āyasmā <b>rāhulo</b> ambalaṭṭhikāyaṃ viharati.										SN 35.121	rāhulovādasuttaṃ	idam'avoca bhagavā. attamano āyasmā <b>rāhulo</b> bhagavato bhāsitaṃ abhinandi.				MN 147	cūḷarāhulovādasuttaṃ	taṃ kiṃ maññasi, <b>rāhula</b>, cakkhu niccaṃ vā aniccaṃ vā'ti? aniccaṃ, bhante.					rāhul	a masc	43	2	249	[sound:rāhula.mp3]	√	rāhula	name of a monk; Buddha's son		11	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=rāhula&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
51647	sāmika 1	pp	18	masc		sāmī					owner					sāmī + ka		taddhita	ka			svāmika, svāmin					MN 54.2	potaliyasuttaṃ	tam'enaṃ jano disvā evaṃ vadeyya, bhogī vata, bho, puriso, evaṃ kira bhogino bhogāni bhuñjantī'ti. tam'enaṃ <b>sāmikā</b> yattha yatth'eva passeyyuṃ tattha tatth'eva sāni hareyyuṃ.										AN 3.71	uposathasuttaṃ	gopālako sāyanhasamaye <b>sāmikānaṃ</b> gāvo niyyātetvā iti paṭisañcikkhati, ajja kho gāvo amukasmiñ'ca amukasmiñ'ca padese cariṃsu											sāmik	a masc	43	2	176		√√	sāmika 1	owner			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sāmika 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22605	gandha 1	ps	9	masc		√ghā					smell; scent; odour			√ghā 3 ya (to smell)		√ghā + na		kita	na			gandha	√ghrā				MN 10.13	mahāsatipaṭṭhānasuttaṃ	bhikkhu ghānañ'ca pajānāti, <b>gandhe</b> ca pajānāti										SN 35.28	ādittasuttaṃ	ghānaṃ ādittaṃ, <b>gandhā</b> ādittā, ghānaviññāṇaṃ ādittaṃ, ghānasamphasso āditto	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas							39n	gandh	a masc	43	2	375	[sound:gandha.mp3]	√√	gandha 1	smell; scent; odour			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gandha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
41162	pāṇa 3	ssp	12	masc		pa √an					being; living being; lit. breath			√an 1 a (to breath, blow)		pa + √an + a		kita	a			prāṇa	√an		(VIN 2.5.7.1) <b>pāṇo</b> nāma tiracchānagatapāṇo vuccati.		SNP 8	mettasuttaṃ<br/>uragavaggo	ye keci <b>pāṇa</b>bhūt'atthi, tasā vā thāvarā vā anavasesā, <br/>dīghā vā ye mahantā vā, majjhimā rassak'āṇukathūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	AN 4.67	ahirājasuttaṃ	sabbe sattā sabbe <b>pāṇā</b>, sabbe bhūtā ca kevalā. <br/>sabbe bhadrāni passantu, mā kiñci pāpam'āgamā. 	Khandha-parittaṃ		Protective Recitations	DN 14.14	mahāpadānasuttaṃ	evam'eva tesaṃ caturāsīti<b>pāṇa</b>sahassānaṃ tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ udapādi										54n	pāṇ	a masc	43	2	265	[sound:coming-soon.mp3]	√√	pāṇa 3	being; living being; life; lit. breath			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pāṇa 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
