Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Source1	Sutta1	Example1	Source 2	Sutta2	Example 2	Stem	Pattern	count	Feedback	Tag	marks
gacchati	pr					trans	+acc	goes; walks; moves; wanders around		√gam 1 a (to go)	√gam + a > gaccha (irreg)	gaccha + ti	gacchati	√gam	DN 22.3	mahāsatipaṭṭhānasuttaṃ	puna caparaṃ, bhikkhave, bhikkhu gacchanto vā <b>gacchāmī</b>'ti pajānāti ṭhito vā ṭhitomhī'ti pajānāti nisinno vā nisinnomhī'ti pajānāti sayāno vā sayānomhī'ti pajānāti				gacch	ati pr	2118.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gacchati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
gacchati	pr					trans	+acc	becomes; lit. goes		√gam 1 a (to go)	√gam + a > gaccha (irreg)	gaccha + ti	gacchati	√gam	MN 105	sunakkhattasuttaṃ	tassa imissā ca asappāyakiriyāya, asuci visadoso apanīto saupādiseso tad'ubhayena vaṇo puthuttaṃ <b>gaccheyya</b>.				gacch	ati pr	2118.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gacchati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
gaṇhati	pr					trans	+acc	grabs hold (of); seizes; takes		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	gṛhṇāti	√grah √grabh	AN 8.14	assakhaḷuṅkasuttaṃ	puna caparaṃ, bhikkhave, idh'ekacco assakhaḷuṅko, pehī'ti vutto, viddho samāno codito sārathinā ummaggaṃ <b>gaṇhati</b>, ubbaṭumaṃ rathaṃ karoti. evarūpo'pi, bhikkhave, idh'ekacco assakhaḷuṅko hoti. ayaṃ, bhikkhave, catuttho assadoso.				gaṇh	ati pr	125.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
gaṇhati	pr					trans	+acc			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	gṛhṇāti	√grah √grabh							gaṇh	ati pr	125.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
gaṇhāti	pr					trans	+acc	grabs hold (of); seizes; takes		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	gṛhṇāti	√grah √grabh	AN 4.42	pañhabyākaraṇasuttaṃ	anatthaṃ parivajjeti,<br/>atthaṃ <b>gaṇhāti</b> paṇḍito,<br/>atth'ābhisamayā dhīro,<br/>paṇḍito'ti pavuccatī'ti.				gaṇh	āti pr	225.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
gaṇhāti	pr					trans	+acc	takes back; reclaims		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	gṛhṇāti	√grah √grabh	JAa 31	kulāvaka jātakavaṇṇanā	atha te, jarasakko amhe matte katvā mahāsamuddapiṭṭhe khipitvā amhākaṃ devanagaraṃ gaṇhi, te mayaṃ tena saddhiṃ yujjhitvā amhākaṃ devanagaram'eva <b>gaṇhissāmā</b>'ti kipillikā viya thambhaṃ sineruṃ anusañcaramānā uṭṭhahiṃsu.				gaṇh	āti pr	225.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
gaṇhāti	pr					trans	+acc	(of precepts) undertakes; takes; observes; lit. holds		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	gṛhṇāti	√grah √grabh	DHPa 1.1.1	cakkhupālattheravatthu	bhante, sace ayyā imaṃ temāsaṃ idha vaseyyuṃ, mayaṃ saraṇesu patiṭṭhāya sīlāni <b>gaṇheyyāmā</b>'ti āhaṃsu				gaṇh	āti pr	225.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
gaṇhāti	pr					trans	+acc	(of a container) holds; takes		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	gṛhṇāti	√grah √grabh	VIN 1.4.3.1	pattasikkhāpadaṃ	ukkaṭṭho nāma patto aḍḍh'āḷhak'odanaṃ <b>gaṇhāti</b> catubhāgaṃ khādanaṃ tad'upiyaṃ byañjanaṃ.				gaṇh	āti pr	225.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
gaṇhāti	pr					trans	+acc	(of fish) catches		√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	gaṇhā + ti	gṛhṇāti	√grah √grabh							gaṇh	āti pr	225.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
gaṇhāti	pr									√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā			√grah √grabh							gaṇh	āti pr	225.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇhāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
carati	pr					trans	+acc	walks; wanders; goes around; travels; fares on		√car 1 a (to move, walk)	√car + a > cara	cara + ti	carati	√car	VIN 3.4.4.9	navama sikkhāpadaṃ	tena kho pana samayena bhikkhuniyo antovassaṃ cārikaṃ <b>caranti</b>				car	ati pr	887.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=carati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
carati	pr					trans	+acc	acts; practices; performs; does		√car 1 a (to act, behave)	√car + a > cara	cara + ti	carati	√car	DHP 66	bālavaggo	<b>caranti</b> bālā dummedhā,<br/>amitten'eva attanā,<br/>karontā pāpakaṃ kammaṃ,<br/>yaṃ hoti kaṭukapphalaṃ.				car	ati pr	887.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=carati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
carati	pr					intrans		lives; leads (one’s life); conducts oneself		√car 1 a (to act, behave)	√car + a > cara	cara + ti	carati	√car	SN 22.95	pheṇapiṇḍūpamasuttaṃ	jaheyya sabbasaṃyogaṃ,<br/>kareyya saraṇ'attano,<br/><b>careyy</b>'ādittasīso'va,<br/>patthayaṃ accutaṃ padan'ti.				car	ati pr	887.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=carati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
carati	pr					intrans	+loc			√car 1 a (to act, behave)	√car + a > cara	cara + ti	carati	√car							car	ati pr	887.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=carati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
ceteti	pr					intrans	+dat	thinks (about)		√cit 8 *e (to think, intend)	√cit + *e > cete	cete + ti	cintayati	√cit √cint	SN 35.93	dutiyadvayasuttaṃ	phuṭṭho, bhikkhave, vedeti, phuṭṭho <b>ceteti</b>, phuṭṭho sañjānāti. itth'ete'pi dhammā calā c'eva byathā ca aniccā vipariṇāmino aññathābhāvino.				cet	eti pr	253.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ceteti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
ceteti	pr					intrans	+dat	intends; will (to)		√cit 8 *e (to think, intend)	√cit + *e > cete	cete + ti	cintayati	√cit √cint	AN 4.186	ummaggasuttaṃ	idha, bhikkhu, paṇḍito mahāpañño nev'attabyābādhāya <b>ceteti</b> na parabyābādhāya <b>ceteti</b> na ubhayabyābādhāya <b>ceteti</b> attahitaparahitaubhayahitasabbalokahitam'eva cintayamāno cinteti				cet	eti pr	253.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ceteti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
chindati	pr					trans	+acc	cuts off; severs		√chid 2 ṃa (to cut, steal)	√chid + ṃa > chinda	chinda + ti	chinatti	√chid	DHP 283	maggavaggo	vanaṃ <b>chindatha</b> mā rukkhaṃ,<br/>vanato jāyate bhayaṃ,<br/>chetvā vanañ'ca vanathañ'ca,<br/>nibbanā hotha bhikkhavo.				chind	ati pr	230.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chindati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
chindati	pr					trans	+acc	cuts up; slices up		√chid 2 ṃa (to cut, steal)	√chid + ṃa > chinda	chinda + ti	chinatti	√chid	AN 4.195	vappasuttaṃ	so taṃ thūṇaṃ khaṇḍ'ākhaṇḍikaṃ <b>chindeyya</b>. khaṇḍ'ākhaṇḍikaṃ chetvā phāleyya. phāletvā sakalikaṃ sakalikaṃ kareyya. sakalikaṃ sakalikaṃ katvā vāt'ātape visoseyya. vāt'ātape visosetvā agginā ḍaheyya.				chind	ati pr	230.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chindati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
chindati	pr					trans	+acc			√chid 2 ṃa (to cut, steal)	√chid + ṃa > chinda	chinda + ti	chinatti	√chid							chind	ati pr	230.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chindati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jahāti	pr					trans	+acc	gives up; leaves; abandons; deserts		√hā 1 a (to abandon)	√hā + hā + a > jahā	jahā + ti	jahāti	√hā	SNP 1	uragasuttaṃ<br/>uragavaggo 1	yo uppatitaṃ vineti kodhaṃ,<br/>visaṭaṃ sappavisaṃ'va osadhehi,<br/>so bhikkhu <b>jahāti</b> orapāraṃ,<br/>urago jiṇṇam'iva tacaṃ purāṇaṃ.				jah	āti pr	132.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jahāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
jānāti	pr					trans	+acc	knows; understands		√ñā 5 nā (to know)	√ñā + nā > jānā	jānā + ti	jānāti	√jñā	AN 8.30	anuruddha mahāvitakkasuttaṃ	idha, bhikkhave, bhikkhu appiccho samāno appiccho'ti maṃ <b>jāneyyun</b>'ti na icchati				jān	āti pr	1776.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
jānāti	pr					trans	+acc	knows (as)		√ñā 5 nā (to know)	√ñā + nā > jānā	jānā + ti	jānāti	√jñā	MN 24	rathavinītasuttaṃ	evaṃ vutte, āyasmā sāriputto āyasmantaṃ puṇṇaṃ mantāṇiputtaṃ etad'avoca, konāmo āyasmā, kathañ'ca pan'āyasmantaṃ sabrahmacārī <b>jānantī</b>'ti? puṇṇo'ti kho me, āvuso, nāmaṃ, mantāṇiputto'ti ca pana maṃ sabrahmacārī <b>jānantī</b>'ti.				jān	āti pr	1776.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
jānāti	pr					trans	+acc	finds out (if); learns (if); gets to know (if)		√ñā 5 nā (to know)	√ñā + nā > jānā	jānā + ti	jānāti	√jñā	MN 91	brahmāyusuttaṃ	ehi tvaṃ, tāta uttara, yena samaṇo gotamo ten'upasaṅkama, upasaṅkamitvā samaṇaṃ gotamaṃ <b>jānāhi</b> yadi vā taṃ bhavantaṃ gotamaṃ tathā santaṃ'y'eva saddo abbhuggato, yadi vā no tathā				jān	āti pr	1776.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jānāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
jāyati	pr				pass	intrans	+abl or +loc	is born (in); comes into being (from)		√jan 3 ya (to be born, produce)	√jan + ya > jāya (pass, irreg)	jāya + ti	janyate	√jan	DN 14.11	mahāpadānasuttaṃ	kicchaṃ vat'āyaṃ loko āpanno, <b>jāyati</b> ca jīyati ca mīyati ca cavati ca upapajjati ca, atha ca panimassa dukkhassa nissaraṇaṃ nappajānāti jarāmaraṇassa				jāy	ati pr	290.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jāyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jāyati	pr				pass	intrans	+loc	arises (in); is produced (from)		√jan 3 ya (to be born, produce)	√jan + ya > jāya (pass, irreg)	jāya + ti	janati	√jan	DHP 212	piyavaggo	piyato <b>jāyatī</b> soko,<br/>piyato <b>jāyatī</b> bhayaṃ,<br/>piyato vippamuttassa,<br/>n'atthi soko kuto bhayaṃ.				jāy	ati pr	290.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jāyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jīvati	pr					intrans		lives		√jīv 1 a (to live)	√jīv + a > jīva	jīva + ti	jīvati	√jīv	DHP 110	sahassavaggo	yo ca vassasataṃ <b>jīve</b>,<br/>dussīlo asamāhito,<br/>ek'āhaṃ jīvitaṃ seyyo,<br/>sīlavantassa jhāyino.				jīv	ati pr	181.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jīvati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jīvati	pr					intrans		survives; subsists		√jīv 1 a (to live)	√jīv + a > jīva	jīva + ti	jīvati	√jīv	DHPa 2.18.10	meṇḍakaseṭṭhi vatthu	gacchatha, tātā, pabbatapādaṃ pavisitvā jīvantā subhikkhakāle mama santikaṃ āgantu'kāmā āgacchatha, anāgantu'kāmā tattha tatth'eva <b>jīvathā</b>'ti.				jīv	ati pr	181.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jīvati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jhāyati	pr					intrans		thinks; thinks (about)		√jhā 3 ya (to think, meditate)	√jhā + ya > jhāya	jhāya + ti	dhyāyati	√dhyai √dhyā	AN 11.9	saddhasuttaṃ	assakhaḷuṅko hi, sandha, doṇiyā baddho, yavasaṃ yavasan'ti <b>jhāyati</b>. taṃ kissa hetu? na hi, sandha, assakhaḷuṅkassa doṇiyā baddhassa evaṃ hoti, kiṃ nu kho maṃ ajja assadammasārathi kāraṇaṃ kāressati, kim'ass'āhaṃ paṭikaromī'ti.				jhāy	ati pr	196.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jhāyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jhāyati	pr					intrans		meditates; contemplates; lit. thinks		√jhā 3 ya (to think, meditate)	√jhā + ya > jhāya	jhāya + ti	dhyāyati	√dhyai √dhyā	AN 5.73	paṭhamadhammavihārīsuttaṃ	etāni, bhikkhu, rukkhamūlāni, etāni suññ'āgārāni. <b>jhāyatha</b>, bhikkhu, mā pamād'attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī'ti.				jhāy	ati pr	196.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jhāyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jhāyati	pr					intrans		broods; thinks moodily; hangs the head down		√jhā 3 ya (to think, meditate)	√jhā + ya > jhāya	jhāya + ti	dhyāyati	√dhyai √dhyā	DHP 155	jarāvaggo	acaritvā brahmacariyaṃ,<br/>aladdhā yobbane dhanaṃ,<br/>jiṇṇakoñcā'va <b>jhāyanti</b>,<br/>khīṇamacche'va pallale.				jhāy	ati pr	196.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jhāyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
jhāyati	pr					intrans		burns; blazes		√jhe 1 a (to burn, blaze)	√jhe + a > jhāya	jhāya + ti	jvalati, kṣāyati	√jval, √kṣai	AN 3.35	hatthakasuttaṃ	telappadīpo c'ettha <b>jhāyeyya</b>, catasso ca pajāpatiyo manāpamanāpena paccupaṭṭhitā assu. taṃ kiṃ maññasi, kumāra, sukhaṃ vā so sayeyya no vā? kathaṃ vā te ettha hotī'ti?				jhāy	ati pr	196.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jhāyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
tiṭṭhati	pr					intrans		stands		√ṭhā 1 a (to stand)	√ṭhā + ṭhā + a > tiṭṭha	tiṭṭha + ti	tiṣṭhati	√sthā	SN 12.63	puttamaṃsūpamasuttaṃ	kathañ'ca, bhikkhave, phass'āhāro daṭṭhabbo? seyyathā'pi, bhikkhave, gāvī niccammā kuḍḍañ'ce nissāya <b>tiṭṭheyya</b>				tiṭṭh	ati pr	745.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tiṭṭhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
tiṭṭhati	pr					intrans	+loc	stays (in); lives (in)		√ṭhā 1 a (to stand)	√ṭhā + ṭhā + a > tiṭṭha	tiṭṭha + ti	tiṣṭhati	√sthā	TH 224	sundarasamuddattheragāthā	yuvā'si tvaṃ pabbajito,<br/><b>tiṭṭhāhi</b> mama sāsane,<br/>bhuñja mānusake kāme,<br/>ahaṃ vittaṃ dadāmi te,<br/>saccaṃ te paṭijānāmi,<br/>aggiṃ vā te harām'ahaṃ.				tiṭṭh	ati pr	745.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tiṭṭhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
tiṭṭhati	pr					trans	+acc	remains; persists; lasts; lit. stands		√ṭhā 1 a (to stand)	√ṭhā + ṭhā + a > tiṭṭha	tiṭṭha + ti	tiṣṭhati	√sthā	SNP 22	uṭṭhānasuttaṃ<br/>cūḷavaggo 10	yāya devā manussā ca,<br/>sitā <b>tiṭṭhanti</b> atthikā,<br/>tarath'etaṃ visattikaṃ,<br/>khaṇo vo mā upaccagā,<br/>khaṇ'ātītā hi socanti,<br/>nirayamhi samappitā.				tiṭṭh	ati pr	745.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tiṭṭhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
tiṭṭhati	pr					intrans	+acc	exists; lit. stands		√ṭhā 1 a (to stand)	√ṭhā + ṭhā + a > tiṭṭha	tiṭṭha + ti	tiṣṭhati	√sthā	MN 107	gaṇakamoggallānasuttaṃ	ko nu kho, bho gotama, hetu ko paccayo yaṃ <b>tiṭṭhat</b>'eva nibbānaṃ, <b>tiṭṭhati</b> nibbānagāmī maggo, <b>tiṭṭhati</b> bhavaṃ gotamo samādapetā, atha ca pana ... ekacce n'ārādhentī'ti?				tiṭṭh	ati pr	745.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tiṭṭhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
dadāti	pr					trans	+acc & +dat	gives (to); offers (to); donates (to)		√dā 1 a (to give)	√dā + dā + a > dadā	dadā + ti	dadāti	√dā	VIN PAT PC 25	cīvaradānasikkhāpadaṃ	yo pana bhikkhu aññātikāya bhikkhuniyā cīvaraṃ <b>dadeyya</b> aññatra pārivattakā, pācittiyaṃ.				dad	āti pr	309.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dadāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
dīpeti	pr	caus	dippati			trans	+acc	explains; illustrates; illuminates; lit. shines		√dīp 3 *e (to shine, blaze)	√dīp + e > dīpe (caus)	dīpe + ti	dīpayati	√dīp	DHP 363	bhikkhuvaggo	yo mukhasaṃyato bhikkhu,<br/>mantabhāṇī anuddhato,<br/>atthaṃ dhammañ'ca <b>dīpeti</b>,<br/>madhuraṃ tassa bhāsitaṃ.				dīp	eti pr	130.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dīpeti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
dīpeti	pr	caus				trans	+acc			√dīp 3 *e (to shine, blaze)	√dīp + e > dīpe (caus)	dīpe + ti	dīpayati	√dīp							dīp	eti pr	130.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dīpeti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
deti	pr					trans	+acc & +dat	gives (to); donates (to); offers (to); hands (to)		√dā 1 a (to give)	√dā + a > dāya > de	de + ti	dadāti	√dā	SN 2.23	serīsuttaṃ	tena hi, bhaṇe, yo bāhiresu janapadesu āyo sañjāyati tato upaḍḍhaṃ antepure pavesetha, upaḍḍhaṃ tatth'eva dānaṃ <b>detha</b> samaṇa-brāhmaṇa-kapaṇ'addhika-vanibbaka-yācakānan'ti.				d	eti pr	849.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=deti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
deti	pr					trans	+acc & +inf	allows (to); permits (to)		√dā 1 a (to give)	√dā + a > dāya > de	de + ti	dadāti	√dā							d	eti pr	849.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=deti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
